NCDN8308	1	1	C	A
NCDN8309	1	1	C	A
NCDN830A	1	1	C	A
NCDN830B	1	1	C	A
NCDN830C	1	1	C	A
NCDN830D	1	1	C	A
NCDN830E	1	1	C	A
NCDN830F	1	1	C	A
NCDN830G	1	1	C	A
NCDN830H	1	1	C	A
NCDN830J	1	1	C	A
NCDN830K	1	1	C	A
NCDN830L	1	1	C	A
NCDN830M	1	1	C	A
NCDN830N	1	1	C	A
NCDN830P	1	1	C	A
NCDN830R	1	1	C	A
NCDN830S	1	1	C	A
NCDN830T	1	1	C	A
NCDN830U	1	1	C	A
NCDN830V	1	1	C	A
NCDN830W	1	1	C	A
NCDN830X	1	1	C	A
NCDN830Y	1	1	C	A
NCDN830Z	1	1	C	A
NCDN8310	1	1	C	A
NCDN8311	1	1	C	A
NCDN8312	1	1	C	A
NCDN8313	1	1	C	A
NCDN8314	1	1	C	A
NCDN8315	1	1	C	A
NCDN8316	1	1	C	A
NCDN8317	1	1	C	A
NCDN8D01	1	1	C	A
NCDN8D02	1	1	C	A
NCDN8D03	1	1	C	A
NCDN8D04	1	1	C	A
NCDN8D05	1	1	C	A
NCDN8D06	1	1	C	A
NCDN8D07	1	1	C	A
NCDN8D08	1	1	C	A
NCDN8D09	1	1	C	A
NCDN8D0A	1	1	C	A
NCDN8D0B	1	1	C	A
NCDN8D0C	1	1	C	A
NCDN8D0D	1	1	C	A
NCDN8D0E	1	1	C	A
NCDN8D0F	1	1	C	A
NCDN8D0G	1	1	C	A
NCDN8D0H	1	1	C	A
NCDN8D0J	1	1	C	A
NCDN8D0K	1	1	C	A
NCDN8D0L	1	1	C	A
NCDN8D0M	1	1	C	A
NCDN8D0N	1	1	C	A
NCDN8D0P	1	1	C	A
NCDN8D0R	1	1	C	A
NCDN8D0S	1	1	C	A
NCDN8D0T	1	1	C	A
NCDN8D0U	1	1	C	A
NCDN8D0V	1	1	C	A
NCDN8D0W	1	1	C	A
NCDN8D0X	1	1	C	A
NCDN8D0Y	1	1	C	A
NCDN8D0Z	1	1	C	A
NCDN8D10	1	1	C	A
NCDN8D11	1	1	C	A
NCDN8D12	1	1	C	A
NCDN8D13	1	1	C	A
NCDN8D14	1	1	C	A
NCDN8D15	1	1	C	A
NCDN8D16	1	1	C	A
NCDN8D17	1	1	C	A
NCDN8D18	1	1	C	A
NCDN8D19	1	1	C	A
NCDN8D1A	1	1	C	A
NCDN8D1B	1	1	C	A
NCDN8D1C	1	1	C	A
NCDN8D1D	1	1	C	A
NCDN8D1E	1	1	C	A
NCDN8D1F	1	1	C	A
NCDN8D1G	1	1	C	A
NCDN8D1H	1	1	C	A
NCDN8D1J	1	1	C	A
NCDN8D1K	1	1	C	A
NCDN8D1L	1	1	C	A
NCDN8D1M	1	1	C	A
NCDN8D1N	1	1	C	A
NCDN8D1P	1	1	C	A
NCDN8D1R	1	1	C	A
NCDN8D1S	1	1	C	A
NCDN8D1T	1	1	C	A
NCDN8D1U	1	1	C	A
NCDN8D1V	1	1	C	A
NCDN8D1W	1	1	C	A
NCDN8D1X	1	1	C	A
NCDN8D1Y	1	1	C	A
NCDN8D1Z	1	1	C	A
NCDN8D20	1	1	C	A
NCDN8D21	1	1	C	A
NCDN8D22	1	1	C	A
NCDN8D23	1	1	C	A
NCDN8D24	1	1	C	A
NCDN8D25	1	1	C	A
NCDN8D26	1	1	C	A
NCDN8D27	1	1	C	A
NCDN8D28	1	1	C	A
NCDN8D29	1	1	C	A
NCDN8D2A	1	1	C	A
NCDN8D2B	1	1	C	A
NCDN8D2C	1	1	C	A
NCDN8D2D	1	1	C	A
NCDN8D2E	1	1	C	A
NCDN8D2F	1	1	C	A
NCDN8D2G	1	1	C	A
NCDN8D2H	1	1	C	A
NCDN8D2J	1	1	C	A
NCDN8D2K	1	1	C	A
NCDN8D2L	1	1	C	A
NCDN8D2M	1	1	C	A
NCDN8D2N	1	1	C	A
NCDN8D2P	1	1	C	A
NCDN8D2R	1	1	C	A
NCDN8D2S	1	1	C	A
NCDN8D2T	1	1	C	A
NCDN8D2U	1	1	C	A
NCDN8D2V	1	1	C	A
NCDN8D2W	1	1	C	A
NCDN8D2X	1	1	C	A
NCDN8D2Y	1	1	C	A
NCDN8D2Z	1	1	C	A
NCDN8D30	1	1	C	A
NCDN8D31	1	1	C	A
NCDN8D32	1	1	C	A
NCDN8D33	1	1	C	A
NCDN8D34	1	1	C	A
NCDN8D35	1	1	C	A
NCDN8D36	1	1	C	A
NCDN8D37	1	1	C	A
NCDN8D38	1	1	C	A
NCDN8D39	1	1	C	A
NCDN8D3A	1	1	C	A
NCDN8D3B	1	1	C	A
NCDN8D3C	1	1	C	A
NCDN8D3D	1	1	C	A
NCDN8D3E	1	1	C	A
NCDN8D3F	1	1	C	A
NCDN8D3G	1	1	C	A
NCDN8D3H	1	1	C	A
NCDN8D3J	1	1	C	A
NCDN8D3K	1	1	C	A
NCDN8D3L	1	1	C	A
NCDN8D3M	1	1	C	A
NCDN8D3N	1	1	C	A
NCDN8D3P	1	1	C	A
NCDN8D3R	1	1	C	A
NCDN8D3S	1	1	C	A
NCDN8D3T	1	1	C	A
NCDN8D3U	1	1	C	A
NCDN8D3V	1	1	C	A
NCDN8D3W	1	1	C	A
NCDNBG01	1	1	C	A
NCDNBG02	1	1	C	A
NCDNBG03	1	1	C	A
NCDNBG04	1	1	C	A
NCDNBG05	1	1	C	A
NCDNBG06	1	1	C	A
NCDNBG07	1	1	C	A
NCDNBG08	1	1	C	A
NCDNBG09	1	1	C	A
NCDNBG0A	1	1	C	A
NCDNBG0B	1	1	C	A
NCDNBG0C	1	1	C	A
NCDNBG0D	1	1	C	A
NCDNBG0E	1	1	C	A
NCDNBG0F	1	1	C	A
NCDNBG0G	1	1	C	A
NCDNBG0H	1	1	C	A
NCDNBG0J	1	1	C	A
NCDNBG0K	1	1	C	A
NCDNBG0L	1	1	C	A
NCDNBG0M	1	1	C	A
NCDNBG0N	1	1	C	A
NCDNBG0P	1	1	C	A
NCDNBG0R	1	1	C	A
NCDNBG0S	1	1	C	A
NCDNBG0T	1	1	C	A
NCDNBG0U	1	1	C	A
NCDNBG0V	1	1	C	A
NCDNBG0W	1	1	C	A
NCDNBG0X	1	1	C	A
NCDNBG0Y	1	1	C	A
NCDNBG0Z	1	1	C	A
NCDNBG10	1	1	C	A
NCDNBG11	1	1	C	A
NCDNBG12	1	1	C	A
NCDNBG13	1	1	C	A
NCDNBG14	1	1	C	A
NCDNBG15	1	1	C	A
NCDNBG16	1	1	C	A
NCDNBG17	1	1	C	A
NCDNBG18	1	1	C	A
NCDNBG19	1	1	C	A
NCDNBG1A	1	1	C	A
NCDNBG1B	1	1	C	A
NCDNBG1C	1	1	C	A
NCDNBG1D	1	1	C	A
NCDNBG1E	1	1	C	A
NCDNBG1F	1	1	C	A
NCDNBG1G	1	1	C	A
NCDNBG1H	1	1	C	A
NCDNBG1J	1	1	C	A
NCDNBG1K	1	1	C	A
NCDNBG1L	1	1	C	A
NCDNBG1M	1	1	C	A
NCDNBG1N	1	1	C	A
NCDNBG1P	1	1	C	A
NCDNBG1R	1	1	C	A
NCDNBG1S	1	1	C	A
NCDNBG1T	1	1	C	A
NCDNBG1U	1	1	C	A
NCDNBG1V	1	1	C	A
NCDNBG1W	1	1	C	A
NCDNBG1X	1	1	C	A
NCDNBG1Y	1	1	C	A
NCDNBG1Z	1	1	C	A
NCDNBG20	1	1	C	A
NCDNBG21	1	1	C	A
NCDNBG22	1	1	C	A
NCDNBG23	1	1	C	A
NCDNBG24	1	1	C	A
NCDNBG25	1	1	C	A
NCDNBG26	1	1	C	A
NCDNBG27	1	1	C	A
NCDNBG28	1	1	C	A
NCDNBG29	1	1	C	A
NCDNBG2A	1	1	C	A
NCDNBG2B	1	1	C	A
NCDNBG2C	1	1	C	A
NCDNBG2D	1	1	C	A
NCDNBG2E	1	1	C	A
NCDNBG2F	1	1	C	A
NCDNBG2G	1	1	C	A
NCDNBG2H	1	1	C	A
NCDNBG2J	1	1	C	A
NCDNBG2K	1	1	C	A
NCDNBG2L	1	1	C	A
NCDNBG2M	1	1	C	A
NCDNBG2N	1	1	C	A
NCDNBG2P	1	1	C	A
NCDNBG2R	1	1	C	A
NCDNBG2S	1	1	C	A
NCDNBG2T	1	1	C	A
NCDNBG2U	1	1	C	A
NCDNBG2V	1	1	C	A
NCDNBG2W	1	1	C	A
NCDNBG2X	1	1	C	A
NCDNBG2Y	1	1	C	A
NCDNBG2Z	1	1	C	A
NCDNBG30	1	1	C	A
NCDNBG31	1	1	C	A
NCDNBG32	1	1	C	A
NCDNBG33	1	1	C	A
NCDNBG34	1	1	C	A
NCDNBG35	1	1	C	A
NCDNBG36	1	1	C	A
NCDNBG37	1	1	C	A
NCDNBG38	1	1	C	A
NCDNBG39	1	1	C	A
NCDNBG3A	1	1	C	A
NCDNBG3B	1	1	C	A
NCDNBG3C	1	1	C	A
NCDNBG3D	1	1	C	A
NCDNBG3E	1	1	C	A
NCDNBG3F	1	1	C	A
NCDNBG3G	1	1	C	A
NCDNBG3H	1	1	C	A
NCDNBG3J	1	1	C	A
NCDNBG3K	1	1	C	A
NCDNBG3L	1	1	C	A
NCDNBG3M	1	1	C	A
NCDNBG3N	1	1	C	A
NCDNBG3P	1	1	C	A
NCDNBG3R	1	1	C	A
NCDNBG3S	1	1	C	A
NCDNBG3T	1	1	C	A
NCDNBG3U	1	1	C	A
NCDNBG3V	1	1	C	A
NCDNBG3W	1	1	C	A
NCDNBG3X	1	1	C	A
NCDNBG3Y	1	1	C	A
NCDNBG3Z	1	1	C	A
NCDNBG40	1	1	C	A
NCDNBG41	1	1	C	A
NCDNBG42	1	1	C	A
NCDNBG43	1	1	C	A
NCDNBG44	1	1	C	A
NCDNBG45	1	1	C	A
NCDNBG46	1	1	C	A
NCDNBG47	1	1	C	A
NCDNBG48	1	1	C	A
NCDNBG49	1	1	C	A
NCDNBG4A	1	1	C	A
NCDNBG4B	1	1	C	A
NCDNBG4C	1	1	C	A
NCDNBG4D	1	1	C	A
NCDNBG4E	1	1	C	A
NCDNBG4F	1	1	C	A
NCDNBG4G	1	1	C	A
NCDNBG4H	1	1	C	A
NCDNBG4J	1	1	C	A
NCDNBG4K	1	1	C	A
NCDNBG4L	1	1	C	A
NCDNBG4M	1	1	C	A
NCDNBG4N	1	1	C	A
NCDNBG4P	1	1	C	A
NCDNBG4R	1	1	C	A
NCDNBG4S	1	1	C	A
NCDNBG4T	1	1	C	A
NCDNBG4U	1	1	C	A
NCDNBG4V	1	1	C	A
NCDNBG4W	1	1	C	A
NCDNBG4X	1	1	C	A
NCDNBG4Y	1	1	C	A
NCDNBG4Z	1	1	C	A
NCDNBG50	1	1	C	A
NCDNBG51	1	1	C	A
NCDNBG52	1	1	C	A
NCDNBG53	1	1	C	A
NCDNBG54	1	1	C	A
NCDNBG55	1	1	C	A
NCDNBG56	1	1	C	A
NCDNBG57	1	1	C	A
NCDNBG58	1	1	C	A
NCDNBG59	1	1	C	A
NCDNBG5A	1	1	C	A
NCDNBG5B	1	1	C	A
NCDNBG5C	1	1	C	A
NCDNBG5D	1	1	C	A
NCDNBG5E	1	1	C	A
NCDNBG5F	1	1	C	A
NCDNBG5G	1	1	C	A
NCDNBG5H	1	1	C	A
NCDNBG5J	1	1	C	A
NCDNBG5K	1	1	C	A
NCDNBG5L	1	1	C	A
NCDNBG5M	1	1	C	A
NCDNBG5N	1	1	C	A
NCDNBG5P	1	1	C	A
NCDNBG5R	1	1	C	A
NCDNBG5S	1	1	C	A
NCDNBG5T	1	1	C	A
NCDNBG5U	1	1	C	A
NCDNBG5V	1	1	C	A
NCDNBG5W	1	1	C	A
NCDNBG5X	1	1	C	A
NCDNBG5Y	1	1	C	A
NCDNBG5Z	1	1	C	A
NCDNBG60	1	1	C	A
NCDNBG61	1	1	C	A
NCDNBG62	1	1	C	A
NCDNBG63	1	1	C	A
NCDNBG64	1	1	C	A
NCDNBG65	1	1	C	A
NCDNBG66	1	1	C	A
NCDNBG67	1	1	C	A
NCDNBG68	1	1	C	A
NCDNBG69	1	1	C	A
NCDNBG6A	1	1	C	A
NCDNBG6B	1	1	C	A
NCDNBG6C	1	1	C	A
NCDNBG6D	1	1	C	A
NCDNBG6E	1	1	C	A
NCDNBG6F	1	1	C	A
NCDNBG6G	1	1	C	A
NCDNBG6H	1	1	C	A
NCDNBG6J	1	1	C	A
NCDS0001	2	2	U	R
NCDT0020	1	1	C	A
NCDT0030	1	1	C	A
NCDT00S0	1	1	C	A
NCDT00W0	1	1	C	A
NCDT0220	1	2	C	A
NCDT0260	1	1	U	I
NCDT0280	1	1	U	I
NCDT02A0	3	1	U	I
NCDT02B0	3	1	U	I
NCDT02C0	3	1	U	I
NCDT02D0	3	1	U	I
NCDT02P0	1	1	C	A
NCDT03F0	1	1	U	I
NCDT03G0	1	1	U	I
NCDT03H0	1	1	U	I
NCDT03J0	1	1	C	A
NCDT03K0	1	1	C	A
NCDT03Y0	1	1	C	A
NCDT03Z0	1	1	C	A
NCDT0400	1	1	C	A
NCDT0410	1	1	C	A
NCDT0420	1	1	C	A
NCDT0430	1	1	C	A
NCDT0440	1	1	C	A
NCDT0450	1	1	C	A
NCDT0460	1	1	C	A
NCDT0470	1	1	C	A
NCDT0480	1	1	C	A
NCDT0490	1	1	C	A
NCDT04A0	1	1	C	A
NCDT04B0	1	1	C	A
NCDT04C0	1	1	C	A
NCDT04D0	1	1	C	A
NCDT04E0	1	1	C	A
NCDT04F0	1	1	C	A
NCDT07J0	1	2	U	I
NCDT07K0	1	1	U	I
NCDT07M0	3	1	U	I
NCDT09F0	1	4	C	A
NCDT09G0	1	4	C	A
NCDT09H0	1	4	C	A
NCDT09N0	1	15	C	A
NCDT09P0	1	4	C	A
NCDT09R0	1	4	C	A
NCDT09S0	1	4	C	A
NCDT09X0	1	15	C	A
NCDT0G10	1	1	C	A
NCDT0G20	1	1	C	A
NCDT0G50	1	1	C	A
NCDT0G60	1	1	C	A
NCDT0G70	1	1	C	A
NCDT0G80	1	1	C	A
NCDT0G90	1	1	C	A
NCDT0GA0	1	1	C	A
NCDT0GB0	1	1	C	A
NCDT0GE0	1	1	C	A
NCDT0GF0	1	1	C	A
NCDT0GG0	1	1	C	A
NCDT0GH0	1	1	C	A
NCDT0GJ0	1	1	C	A
NCDT19K0	1	1	C	A
NCDT19N0	1	1	C	A
NCDT19P0	1	1	C	A
NCDT19R0	1	1	C	A
NCDT19T0	1	1	C	A
NCDT19U0	1	1	C	A
NCDT1A20	1	1	C	A
NCDT1A40	1	1	C	A
NCDT1A60	1	1	C	A
NCDT1A80	1	1	C	A
NCDT1A90	1	1	C	A
NCDT1AA0	1	1	C	A
NCDT1AB0	1	1	C	A
NCDT1AC0	1	1	C	A
NCDT1AD0	1	1	C	A
NCDT1AH0	1	1	C	A
NCDT1AJ0	1	1	C	A
NCDT1AK0	1	1	C	A
NCDT1AL0	1	1	C	A
NCDT1AM0	1	1	C	A
NCDT1AN0	1	1	C	A
NCDT1AR0	1	1	C	A
NCDT1AT0	1	1	C	A
NCDT1AU0	1	1	C	A
NCDT1AV0	1	1	C	A
NCDT1AW0	1	1	C	A
NCDT1AX0	1	1	C	A
NCDT1AY0	1	1	C	A
NCDT1B20	1	1	C	A
NCDT1B30	1	1	C	A
NCDT1B40	1	1	C	A
NCDT1B50	1	1	C	A
NCDT1B60	1	1	C	A
NCDT1B70	1	1	C	A
NCDT1B90	1	1	C	A
NCDT1BB0	1	1	C	A
NCDT1BC0	1	1	C	A
NCDT1BD0	1	1	C	A
NCDT1BE0	1	1	C	A
NCDT1BF0	1	1	C	A
NCDT1BG0	1	1	C	A
NCDT1BL0	1	1	C	A
NCDT1BM0	1	1	C	A
NCDT1BN0	1	1	C	A
NCDT1BP0	1	1	C	A
NCDT1BR0	1	1	C	A
NCDT1BS0	1	1	C	A
NCDT1BU0	1	1	C	A
NCDT28Y0	1	1	C	A
NCDT28Z0	1	1	C	A
NCDT2910	1	1	C	A
NCDT2920	1	1	C	A
NCDT2930	1	1	C	A
NCDT2940	1	1	C	A
NCDT2950	1	1	U	I
NCDT2960	1	1	U	I
NCDT2980	1	1	U	I
NCDT34E0	1	1	C	A
NCDT34F0	1	1	C	A
NCDT34G0	1	1	C	A
NCDT34L0	1	1	C	A
NCDT34R0	1	1	C	A
NCDT34V0	1	1	C	A
NCDT34Z0	1	1	C	A
NCDT3530	1	1	C	A
NCDT3570	1	1	C	A
NCDT35B0	1	1	C	A
NCDT3KN0	1	1	C	A
NCDT3KP0	1	1	C	A
NCDT3KR0	1	1	C	A
NCDT3KS0	1	1	C	A
NCDT3L10	1	1	C	A
NCDT3L20	1	1	C	A
NCDT3L30	1	1	C	A
NCDT3L40	1	1	C	A
NCDT3L50	1	1	C	A
NCDT3L60	1	1	C	A
NCDT4XL0	1	1	C	A
NCDT4XM0	1	1	C	A
NCDT4XN0	1	1	C	A
NCDT4XP0	1	1	C	A
NCDT57P0	1	1	C	A
NCDT57R0	1	1	C	A
NCDX0205	1	1	U	I
NCDX0206	1	1	U	I
NCDX0207	1	1	U	I
NCDX0208	1	1	U	I
NCDX0209	1	1	U	I
NCDX0210	1	1	U	I
NCDX0211	1	1	U	I
NCDX0212	1	1	U	I
NCDX0213	1	1	U	I
NCDX0214	1	1	U	I
NCDX0222	1	1	U	I
NCDX0223	1	1	U	I
NCDX0224	1	1	U	I
NCDX0225	1	1	U	I
NCDX0226	1	1	U	I
NCDX0227	1	1	U	I
NCDX0228	1	1	U	I
NCDX0229	1	1	U	I
NCDX0230	1	1	U	I
NCDX0231	1	1	U	I
NCDX9000	1	2	U	I
NCDX9001	1	2	U	I
NCDX9002	1	2	U	I
NCDX9003	1	2	U	I
NCDX9004	1	1	U	I
NCDX9005	1	1	U	I
NCDX9006	1	1	U	I
NCDX9007	1	1	U	I
NCDX9008	1	2	U	I
NCDX9009	1	2	U	I
NCDX9010	1	2	U	I
NCDX9011	1	2	U	I
NCDX9012	1	2	U	I
NCDX9013	1	2	U	I
NCDX9015	1	1	U	I
NCDX9016	1	1	U	I
NCDX9017	1	1	U	I
NCDX9018	1	1	U	I
NCDX9019	1	1	U	I
NCDX9020	1	1	U	I
NCDX9021	1	1	U	I
NCDX9022	1	1	U	I
NCDX9024	1	1	U	I
NCDX9025	1	1	U	I
NCDX9026	1	1	U	I
NCDX9027	1	1	U	I
NCDX9028	1	1	U	I
NCDX9029	1	1	U	I
NCDX9030	1	1	U	I
NCDX9031	1	1	U	I
NCDX9032	1	2	U	I
NCDX9033	1	2	U	I
NCDX9034	1	2	U	I
NCDX9035	1	2	U	I
NCDX9036	1	2	U	I
NCDX9037	1	2	U	I
NCDX9038	1	1	U	I
NCDX9039	1	1	U	I
NCDX9040	1	1	U	I
NCDX9041	1	1	U	I
NCDX9042	1	1	U	I
NCDX9043	1	1	U	I
NCDX9044	1	1	U	I
NCDX9045	1	1	U	I
NCDX9046	1	1	U	I
NCDX9047	1	1	U	I
NCDX9048	1	1	U	I
NCDX9049	1	1	U	I
NCDX9050	1	1	U	I
NCDX9051	1	1	U	I
NCDX9052	1	1	U	I
NCDX9053	1	1	U	I
NCDX9054	1	1	U	I
NCDX9056	1	1	U	I
NCDX9058	1	1	U	I
NCDX9060	1	1	U	I
NCDX9062	1	1	U	I
NCDX9063	1	1	U	I
NCDX9064	1	1	U	I
NCDX9065	1	1	U	I
NCDX9066	1	1	U	I
NCDX9067	1	1	U	I
NCDX9068	1	1	U	I
NCDX9069	1	1	U	I
NCDX9070	1	1	U	I
NCDX9071	1	1	U	I
NCDX9072	1	1	U	I
NCDX9073	1	1	U	I
NCDX9074	1	1	U	I
NCDX9075	1	1	U	I
NCDX9076	1	1	U	I
NCDX9077	1	1	U	I
NCDX9078	1	1	U	I
NCDX9079	1	1	U	I
NCDX9080	1	1	U	I
NCDX9081	1	1	U	I
NCDX9082	1	1	U	I
NCDX9083	1	1	U	I
NCDX9084	1	1	U	I
NCDX9085	1	1	U	I
NCDX9086	1	1	U	I
NCDX9087	1	1	U	I
NCDX9088	1	1	U	I
NCDX9089	1	1	U	I
NCDX9090	1	1	U	I
NCDX9091	1	1	U	I
NCDX9092	1	1	U	I
NCDX9093	1	1	U	I
NCDX9094	1	1	U	I
NCDX9095	1	1	U	I
NCDX9096	1	1	U	I
NCDX9097	1	1	U	I
NCDX9098	1	1	U	I
NCDX9099	1	1	U	I
NCDX9100	1	1	U	I
NCDX9101	1	1	U	I
NCDX9102	1	1	U	I
NCDX9103	1	1	U	I
NCDX9104	1	1	U	I
NCDX9105	1	1	U	I
NCDX9106	1	1	U	I
NCDX9107	1	1	U	I
NCDX9108	1	1	U	I
NCDX9109	1	1	U	I
NCDX9110	1	1	U	I
NCDX9111	1	1	U	I
NCDX9112	1	1	U	I
NCDX9113	1	1	U	I
NCDX9114	1	1	U	I
NCDX9115	1	1	U	I
NCDX9116	1	1	U	I
NCDX9117	1	1	U	I
NCDX9118	1	1	U	I
NCDX9119	1	1	U	I
NCDX9120	1	1	U	I
NCDX9121	1	1	U	I
NCDX9122	1	1	U	I
NCDX9123	1	1	U	I
NCDX9124	1	1	U	I
NCDX9125	1	1	U	I
NCDX9126	1	1	U	I
NCDX9127	1	1	U	I
NCDX9128	1	1	U	I
NCDX9129	1	1	U	I
NCDX9130	1	1	U	I
NCDX9131	1	1	U	I
NCDX9132	1	1	U	I
NCDX9133	1	1	U	I
NCDX9134	1	1	U	I
NCDX9135	1	1	U	I
NCDX9136	1	1	U	I
NCDX9137	1	1	U	I
NCDX9138	1	1	U	I
NCDX9139	1	1	U	I
NCDX9140	1	1	U	I
NCDX9141	1	1	U	I
NCDX9142	1	1	U	I
NCDX9143	1	1	U	I
NCDX9144	1	1	U	I
NCDX9145	1	1	U	I
NCDX9146	1	1	U	I
NCDX9147	1	1	U	I
NCDX9148	1	1	U	I
NCDX9149	1	1	U	I
NCDX9150	1	1	U	I
NCDX9151	1	1	U	I
NCDX9152	1	1	U	I
NCDX9153	1	1	U	I
NCDX9154	1	1	U	I
NCDX9155	1	1	U	I
NCDX9156	1	1	U	I
NCDX9157	1	1	U	I
NCDX9158	1	1	U	I
NCDX9159	1	1	U	I
