DICA0000	NIC0SN00	0	1	N	N	
DICA0000	NIC0N080	1	1	N	N	
DICA0000	NIC0F010	2	1	N	N	
DICA0000	NIC0F015	3	1	N	N	
DICA0000	NIC0N000	4	1	N	N	
DICA0000	NIC0N005	5	1	N	N	
DICA0000	NIC0N010	6	1	N	N	
DICA0000	NIC0D000	7	1	N	N	
DICA0000	NIC0D005	8	1	N	N	
DICA0000	NIC0D010	9	1	N	N	
DICA0000	NIC0D015	10	1	N	N	
DICA0000	NIC0D020	11	1	N	N	
DICA0000	NIC0D025	12	1	N	N	
DICA0000	NIC0D030	13	1	N	N	
DICA0000	NIC0D035	14	1	N	N	
DICA0000	NIC0N015	15	1	N	N	
DICA0000	NICGF050	16	1	N	N	
DICA0000	NICDF050	17	1	N	N	
DICA0000	NICDF051	18	1	N	N	
DICA0000	NICDF052	19	1	N	N	
DICA0000	NICGF060	20	1	N	N	
DICA0000	NIC0N035	21	1	N	N	
DICA0000	NIC0N040	22	1	N	N	
DICA0000	NIC0N045	23	1	N	N	
DICA0000	NIC0N086	24	1	N	N	
DICA0000	NIC0N050	25	1	N	N	
DICA0000	NIC0I005	26	1	N	N	
DICA0000	NIC0D040	27	1	N	N	
DICA0000	NIC0V050	28	1	N	N	
DICA0000	NIC0V055	29	1	N	N	
DICA0000	NIC0T120	30	1	N	N	
DICA0000	NIC0N055	31	1	N	N	
DICA0000	NIC0N060	32	1	N	N	
DICA0000	NICDF040	33	1	N	N	
DICA0000	NICDF041	34	1	N	N	
DICA0000	NICDF042	35	1	N	N	
DICA0000	NICDF043	36	1	N	N	
DICA0000	NICDF044	37	1	N	N	
DICA0000	NICDF045	38	1	N	N	
DICA0000	NICDF046	39	1	N	N	
DICA0000	NICGF020	40	1	N	N	
DICA0000	NIC0I010	41	1	N	N	
DICA0000	NIC0D041	42	1	N	N	
DICA0000	NIC0N065	43	1	N	N	
DICA0000	NIC0N070	44	1	N	N	
DICA0000	NIC0N075	45	1	N	N	
DICA0000	NIC0D045	46	1	N	N	
DICA0000	NIC0N085	47	1	N	N	
DICA0000	NICDF006	48	1	N	N	
DICA0000	NICDF007	49	1	N	N	
DICA0000	NICDF008	50	1	N	N	
DICA0000	NICDF009	51	1	N	N	
DICA0000	NICDF010	52	1	N	N	
DICA0000	NICDF011	53	1	N	N	
DICA0000	NICDF013	54	1	N	N	
DICA0000	NICDF014	55	1	N	N	
DICA0000	NICDF015	56	1	N	N	
DICA0000	NICDF016	57	1	N	N	
DICA0000	NICDF017	58	1	N	N	
DICA0000	NICDF018	59	1	N	N	
DICA0000	NIC0N090	60	1	N	N	
DICA0100	NIC0SN00	0	1	N	N	
DICA0100	NIC0F010	1	1	N	N	
DICA0100	NIC0F015	2	1	N	N	
DICA0100	NIC0N000	3	1	N	N	
DICA0100	NIC0N005	4	1	N	N	
DICA0100	NIC0N010	5	1	N	N	
DICA0100	NIC0F000	6	1	N	N	
DICA0100	NIC0T000	7	1	N	N	
DICA0100	NICDF009	8	1	N	N	
DICA0100	NICDF010	9	1	N	N	
DICA0200	NIC0SN00	0	1	N	N	
DICA0200	NIC0F010	1	1	N	N	
DICA0200	NIC0F015	2	1	N	N	
DICA0200	NIC0N000	3	1	N	N	
DICA0200	NIC0N005	4	1	N	N	
DICA0200	NIC0N010	5	1	N	N	
DICA0200	NIC0F005	6	1	N	N	
DICA0200	NICDF040	7	1	N	N	
DICA0200	NICDF006	8	1	N	N	
DICA0200	NICDF007	9	1	N	N	
DICA0200	NIC0T050	10	1	N	N	
DICA0200	NIC0T065	11	1	N	N	
DICA0200	NIC0T196	12	1	N	N	
DICA0200	NIC0T040	13	1	N	N	
DICA0200	NIC0T045	14	1	N	N	
DICA0200	NIC0T190	15	1	N	N	
DICA0300	NIC0SN00	0	1	N	N	
DICA0300	NIC0F010	1	1	N	N	
DICA0300	NIC0F015	2	1	N	N	
DICA0300	NIC0N000	3	1	N	N	
DICA0300	NIC0N005	4	1	N	N	
DICA0300	NIC0N010	5	1	N	N	
DICA0300	NIC0P000	6	1	N	N	
DICA0300	NICDF008	7	1	N	N	
DICA0300	NIC0T005	8	1	N	N	
DICA0300	NICDF011	9	1	N	N	
DICA0400	NIC0SN00	0	1	N	N	
DICA0400	NIC0F010	1	1	N	N	
DICA0400	NIC0F015	2	1	N	N	
DICA0400	NIC0N000	3	1	N	N	
DICA0400	NIC0N005	4	1	N	N	
DICA0400	NIC0N010	5	1	N	N	
DICA0400	NIC0P015	6	1	N	N	
DICA0400	NIC0P005	7	1	N	N	
DICA0400	NIC0N087	8	1	N	N	
DICA0400	NIC0T020	9	1	N	N	
DICA0400	NIC0N030	10	1	N	N	
DICA0400	NICDF014	11	1	N	N	
DICA0400	NICDF015	12	1	N	N	
DICA0500	NIC0SN00	0	1	N	N	
DICA0500	NIC0F010	1	1	N	N	
DICA0500	NIC0F015	2	1	N	N	
DICA0500	NIC0N000	3	1	N	N	
DICA0500	NIC0N005	4	1	N	N	
DICA0500	NIC0N010	5	1	N	N	
DICA0500	NIC0P020	6	1	N	N	
DICA0500	NIC0P010	7	1	N	N	
DICA0500	NICS0000	8	1	N	N	
DICA0500	NIC0T015	9	1	N	N	
DICA0500	NIC0T025	10	1	N	N	
DICA0500	NICDF015	11	1	N	N	
DICA0600	NIC0SN00	0	1	N	N	
DICA0600	NIC0F010	1	1	N	N	
DICA0600	NIC0F015	2	1	N	N	
DICA0600	NIC0N000	3	1	N	N	
DICA0600	NIC0N005	4	1	N	N	
DICA0600	NIC0N010	5	1	N	N	
DICA0600	NIC0C025	6	1	N	N	
DICA0600	NIC0T130	7	1	N	N	
DICA0600	NIC0T155	8	1	N	N	
DICA0600	NIC0T160	9	1	N	N	
DICA0600	NIC0V060	10	1	N	N	
DICA0600	NIC0V065	11	1	N	N	
DICA0600	NIC0V070	12	1	N	N	
DICA0600	NIC0V075	13	1	N	N	
DICA0600	NIC0V080	14	1	N	N	
DICA0600	NIC0V085	15	1	N	N	
DICA0600	NIC0V090	16	1	N	N	
DICA0600	NIC0V095	17	1	N	N	
DICA0600	NICS0005	18	1	N	N	
DICA0700	NIC0SN00	0	1	N	N	
DICA0700	NIC0F010	1	1	N	N	
DICA0700	NIC0F015	2	1	N	N	
DICA0700	NIC0N000	3	1	N	N	
DICA0700	NIC0N005	4	1	N	N	
DICA0700	NIC0N010	5	1	N	N	
DICA0700	NICDF017	6	1	N	N	
DICA0700	NICDF046	7	1	N	N	
DICA0700	NICDF045	8	1	N	N	
DICA0700	NICDF013	9	1	N	N	
DICA0700	NIC0V040	10	1	N	N	
DICA0700	NICDF042	11	1	N	N	
DICA0700	NICDF041	12	1	N	N	
DICA0700	NICDF044	13	1	N	N	
DICA0700	NICDF043	14	1	N	N	
DICA0700	NIC0V030	15	1	N	N	
DICA0700	NIC0V035	16	1	N	N	
DICA0700	NIC0V020	17	1	N	N	
DICA0700	NIC0V025	18	1	N	N	
DICA0700	NIC0C040	19	1	N	N	
DICA0700	NIC0C045	20	1	N	N	
DICA0700	NIC0C030	21	1	N	N	
DICA0700	NIC0C035	22	1	N	N	
DICA0800	NIC0SN00	0	1	N	N	
DICA0800	NIC0F010	1	1	N	N	
DICA0800	NIC0F015	2	1	N	N	
DICA0800	NIC0N000	3	1	N	N	
DICA0800	NIC0N005	4	1	N	N	
DICA0800	NIC0N010	5	1	N	N	
DICA0800	NIC0C055	6	1	N	N	
DICA0800	NIC0C015	7	1	N	N	
DICA0800	NIC0C060	8	1	N	N	
DICA0800	NIC0C000	9	1	N	N	
DICA0800	NIC0C005	10	1	N	N	
DICA0800	NIC0C050	11	1	N	N	
DICA0800	NIC0V015	12	1	N	N	
DICA0800	NIC0V000	13	1	N	N	
DICA0800	NIC0V005	14	1	N	N	
DICA0800	NIC0T140	15	1	N	N	
DICA0800	NIC0T150	16	1	N	N	
DICA0900	NIC0SN00	0	1	N	N	
DICA0900	NIC0F010	1	1	N	N	
DICA0900	NIC0F015	2	1	N	N	
DICA0900	NIC0N000	3	1	N	N	
DICA0900	NIC0N005	4	1	N	N	
DICA0900	NIC0N010	5	1	N	N	
DICA0900	NIC0V040	6	1	N	N	
DICA0900	NICDF013	7	1	N	N	
DICA0900	NICDF045	8	1	N	N	
DICA0900	NICDF046	9	1	N	N	
DICA1000	NIC0SN00	0	1	N	N	
DICA1000	NIC0F010	1	1	N	N	
DICA1000	NIC0F015	2	1	N	N	
DICA1000	NIC0N000	3	1	N	N	
DICA1000	NIC0N005	4	1	N	N	
DICA1000	NIC0N010	5	1	N	N	
DICA1000	NICDF000	6	1	N	N	
DICA1000	NICDF100	7	1	N	N	
DICA1000	NIC0T015	8	1	N	N	
DICA1000	NICDF001	9	1	N	N	
DICA1000	NICDF101	10	1	N	N	
DICA1000	NIC0T045	11	1	N	N	
DICA1000	NICDF003	12	1	N	N	
DICA1000	NICDF103	13	1	N	N	
DICA1000	NIC0T040	14	1	N	N	
DICA1000	NICDF004	15	1	N	N	
DICA1000	NICDF104	16	1	N	N	
DICA1000	NIC0T120	17	1	N	N	
DICA1000	NICGF000	18	1	N	N	
DICA1100	NIC0SN00	0	1	N	N	
DICA1100	NIC0F010	1	1	N	N	
DICA1100	NIC0F015	2	1	N	N	
DICA1100	NIC0N000	3	1	N	N	
DICA1100	NIC0N005	4	1	N	N	
DICA1100	NIC0N010	5	1	N	N	
DICA1100	NIC0T000	6	1	N	N	
DICA1100	NIC0T005	7	1	N	N	
DICA1100	NIC0T015	8	1	N	N	
DICA1100	NIC0T025	9	1	N	N	
DICA1100	NIC0T190	10	1	N	N	
DICA1100	NIC0T185	11	1	N	N	
DICA1100	NIC0T040	12	1	N	N	
DICA1100	NIC0T045	13	1	N	N	
DICA1100	NIC0T196	14	1	N	N	
DICA1100	NIC0T065	15	1	N	N	
DICA1100	NIC0T050	16	1	N	N	
DICA1100	NIC0T070	17	1	N	N	
DICA1100	NIC0T075	18	1	N	N	
DICA1100	NIC0T080	19	1	N	N	
DICA1100	NIC0T085	20	1	N	N	
DICA1100	NIC0T090	21	1	N	N	
DICA1100	NIC0T110	22	1	N	N	
DICA1100	NIC0T105	23	1	N	N	
DICA1100	NIC0T100	24	1	N	N	
DICA1100	NIC0T120	25	1	N	N	
DICA1100	NIC0T150	26	1	N	N	
DICA1100	NIC0T140	27	1	N	N	
DICA1100	NIC0T155	28	1	N	N	
DICA1100	NIC0T160	29	1	N	N	
DICA1100	NIC0T130	30	1	N	N	
DICA1100	NIC0T020	31	1	N	N	
DICA1100	NIC0T096	32	1	N	N	
DICA1200	NIC0SR00	0	1	N	N	
DICA1200	NIC0FR00	1	1	N	N	
DICA1200	NICDFRDC	2	1	N	N	
DICA1200	NICDFRD0	3	1	N	N	
DICA1200	NICDFRS0	4	1	N	N	
DICA1200	NIC0NR00	5	1	N	N	
DICA1200	NIC0NR05	6	1	N	N	
DICA1200	NICDFR00	7	1	N	N	
DICA1200	NICDFR01	8	1	N	N	
DICA1200	NICDFR03	9	1	N	N	
DICA1200	NICDFR04	10	1	N	N	
DICA1200	NICDFR05	11	1	N	N	
DICA1200	NICDFR07	12	1	N	N	
DICA1200	NICDFR08	13	1	N	N	
DICA1200	NICDFR09	14	1	N	N	
DICA1200	NICDFR10	15	1	N	N	
DICA1200	NICDFR11	16	1	N	N	
DICA1200	NICDFR12	17	1	N	N	
DICA1200	NICDFR13	18	1	N	N	
