CIC00115TM	HVPS_PDS_Volt	429.2379797	-0.794885148	0	0	0
CIC00130TM	LVPS_P3_3V_Volt	-0.520632911	9.64135E-4	0	0	0
CIC00140TM	LVPS_P12V_Volt	-3.04325	0.005274	0	0	0
CIC00145TM	LVPS_P5_6V_Volt	-1.3017	0.002256	0	0	0
CIC00150TM	HVPS_MCP_LW_Curr	-7.4407	0.0146	0	0	0
CIC00151TM	HVPS_MCP_SW_Curr	-7.4407	0.0146	0	0	0
CIC00155TM	DPM_P1_5V_Volt	-0.257924051	4.77637E-4	0	0	0
CIC00160TM	LVPS_P12V_Curr	-0.0938849	1.71714E-4	0	0	0
CIC00161TM	LVPS_M12V_Curr	-0.09566184	1.71156E-4	0	0	0
CIC00165TM	PRIM_CURR	9.61	-0.003189824	0	0	0
CIC00170TM	FEE_Curr	4.625319383	-0.001482321	0	0	0
CIC00175TM	DPM_P2_5V_Volt	-0.51723038	9.57834E-4	0	0	0
CIC00180TM	LVPS_P5V_Curr	-0.199897037	3.40435E-4	0	0	0
CIC00185TM	ExposureTimes	0	0.1	0	0	0
CIC00190TM	ObsRepTime	0	0.05	0	0	0
CIC00210TM	FEE_Temp	89.92	-0.0209149	0	0	0
CIC00215TM	FEE_Volt	1.989	1.64978E-4	0	0	0
CIC00220TM	FEE_Gnd	0	1.64978E-4	0	0	0
CIC00225TM	CPU_Idle_Time	0	0.64	0	0	0
CIC00285TM	Scan_Voltage_Cmd	0.0976	0.002369075	0	0	0
CIC00290TM	Focus_LVDT_Cmd	773.5035	-0.08547	0	0	0
CIC00300TM	Focus_Position	773.5035	-0.08547	0	0	0
CIC00305TM	Dummy_Conversion	0	1	0	0	0
CIDP0001TM	Current CAU Sensors	-0.00840336	1.08316E-4	0	0	0
CIDP0002TM	Current SIS Sensor	-4.80538E-4	1.92012E-4	0	0	0
CIDP0003TM	Voltage Sensors	0	0.008182016	0	0	0
CIDP0004TM	P1.5V voltage cal	-0.027073	8.2192E-4	0	0	0
CIDP0005TM	P1.5V current cal	-1.6131	0.1503	0	0	0
CIDP0006TM	2.5V Voltage cal	0.0096788	0.0016082	0	0	0
CIDP0007TM	2.5V Current cal	-1.8789	0.14787	0	0	0
CIDP0008TM	3.3V Voltage	-0.045865	0.0016384	0	0	0
CIDP0009TM	3.3V Current	3.4903	0.1464	0	0	0
CIDP0010TM	Neg 6V Voltage	0.056043	0.0029096	0	0	0
CIDP0011TM	6V Voltage	0.03834	0.0024026	0	0	0
CIDP0012TM	TOF 3.3V Voltage	0	0.0016113	0	0	0
CIDP0014TM	housing, energy, motor temp	-63.64400000	0.16429000	-0.00020333	0.00000014753	-0.00000000005
CIDP0015TM	Baffle Temperature	-243.74000000	0.57984000	0.00015698	0.00000011948	0
CIDP0016TM	Common HV Voltage	-418	2.39	0	0	0
CIDP0017TM	HV Voltage	35.5	2.4045	0	0	0
CIDP0018TM	Neg 6V Current	-0.39233	0.23009	0	0	0
CIDP0019TM	6V Current	-16.342	0.15229	0	0	0
CIDP0020TM	13V Current	-27.902	0.22281	0	0	0
CIDP0021TM	13V Voltage	0	0.004747	0	0	0
CIDP0022TM	SSD BV Power	0	0.0023854	0	0	0
CIDP0023TM	SSD BV Voltage	0.29915	0.087615	0	0	0
CIDP0024TM	LVPS Temperature	-1017.30000000	2.46940000	-0.0025147	0.0000013478	-0.00000000039
CIDP0025TM	Primary Current	-0.4967	0.15804	0	0	0
CIDP0026TM	HV Current	0	0.0243	0	0	0
CIMP0007TM	Voltage (<8V) 12 bit	0	0.001221001221	0	0	0
CIMP0008TM	Voltage (8V) 12 bit	0	0.004884004884	0	0	0
CIMP0009TM	Voltage (-8V) 12 bit	0	-0.00488400488	0	0	0
CIMP0010TM	ICU Temperature 12 bit C	-273.2	0.179559003088	0	0	0
CIMP0011TM	Current (8V) 12 bit mAmps	0	0.1221001221	0	0	0
CIMP0012TM	Time (1 time unit per bit)	0	1	0	0	0
CIPP0001TM	PHI_Identity	0	1	0	0	0
CIPP0002TM	PHI_Quarter	0	0.25	0	0	0
CIPP0003TM	PHI_Eighth	0	0.125	0	0	0
CIPP0005TM	PHI_Centi	0	0.01	0	0	0
CIPP0006TM	PHI_Milli	0	0.001	0	0	0
CIPP1001TM	PHI_ISSClockPhase	0	4.88400488E-4	0	0	0
CIT01050TM	Vcc_A_B	0	8.6157E-4	0	0	0
CIT01051TM	Vcc_D	0	0.001723	0	0	0
CIT01052TM	VL--T_CPC	-264.6864	0.1215334	0	0	0
CIT01053TM	Vpix_Abs_Bias	0	0.001033884	0	0	0
CIT01056TM	25_V	0	0.013	0	0	0
CIT01057TM	6_V	0	0.0025	0	0	0
CIT01059TM	UV_HK_T_FPGA	-273	0.1204834	0	0	0
CIT01060TM	7V_plus	0	0.003	0	0	0
CIT01061TM	7V_minus	-21.968	0.00617	0	0	0
CIT01063TM	I_pos_Vin	0	5.744E-4	0	0	0
CIT01064TM	I_neg_Vin	0	1.723E-4	0	0	0
CIT01065TM	UV_HK_Vref_Vres	0	0.00171	0	0	0
CIT01066TM	UV_HK_VDDS	0	0.00171	0	0	0
CIT01067TM	UV_HK_GNDab_Bref	0	8.545E-4	0	0	0
CIT01068TM	UV_HK_ID_SensorBoard	0	0.003418	0	0	0
CIT01069TM	UV-DAC_Vref_Vres	0	0.001257	0	0	0
CIT01070TM	UV-DAC_GND_ab	0	2.51465E-4	0	0	0
CIT01071TM	UV-DAC_VDDS	0	0.001257	0	0	0
CIT01072TM	UV-DAC_Bref	0	6.2866E-4	0	0	0
CIT01073TM	VLDA_T_Sensor_PFM	-296.62	0.0498	0	0	0
CIT01075TM	PMP Heater PW Duty Cycle	0	0.39	0	0	0
CIT01076TM	3V3_plus	0	0.0016	0	0	0
CIT01077TM	15_5V_plus	0	0.0081	0	0	0
CIT01078TM	22V_plus	0	0.01864	0	0	0
CIT01079TM	5V_plus	0	0.002	0	0	0
CIT01080TM	5V_minus	-15.3546	0.0046	0	0	0
CIT01081TM	ILED	0	6.6E-5	0	0	0
CIT01082TM	15_5V_minus	-88.33	0.022	0	0	0
CIT01084TM	UV_HK_T_Sensor	-273	0.123134	0	0	0
CIT01085TM	VL--T_FPGA	-273.15	0.1215	0	0	0
CIU00000TM	EUIcalib_PRT_poly_temperature	103.7	0.07316	0	0	0
CIU00001TM	EUIcalib_thermocouple	-56.24	0.04401	0	0	0
CIU10000TM	EUIcalib_CEB_28V_voltage	0	0.0110995891	0	0	0
CIU10001TM	EUIcalib_CEB_28V_current	0	2.085052E-4	0	0	0
CIU10002TM	EUIcalib_CEB_5V_digital_voltage	0	0.0016148509	0	0	0
CIU10003TM	EUIcalib_CEB_5V_digital_current	0	0.0051978327	0	0	0
CIU10004TM	EUIcalib_CEB_3V3_voltage	0	0.0010676	0	0	0
CIU10005TM	EUIcalib_CEB_3V3_current	0	7.943447E-4	0	0	0
CIU10006TM	EUIcalib_CEB_2V5_voltage	0	8.060191E-4	0	0	0
CIU10007TM	EUIcalib_CEB_2V5_current	0	8.050737E-4	0	0	0
CIU10008TM	EUIcalib_CEB_1V8_voltage	0	8.057087E-4	0	0	0
CIU10009TM	EUIcalib_CEB_1V8_current	0	7.741708E-4	0	0	0
CIU1000ATM	EUIcalib_CEB_1V5_voltage	0	8.062546E-4	0	0	0
CIU1000BTM	EUIcalib_CEB_1V5_current	0	7.243552E-4	0	0	0
CIU1000CTM	EUIcalib_CEB_positive_5V_voltage	0	0.001612626	0	0	0
CIU1000DTM	EUIcalib_CEB_positive_5V_current	0	6.3967E-5	0	0	0
CIU1000ETM	EUIcalib_CEB_negative_5V_voltage	0	-0.0016524908	0	0	0
CIU1000FTM	EUIcalib_CEB_negative_5V_current	0	4.2314289E-5	0	0	0
CIU10010TM	EUIcalib_CEB_SpW_3V3_voltage	0	0.0016113	0	0	0
CIU10011TM	EUIcalib_SC_28V_Main_voltage	0	0.0083052035	0	0	0
CIU10012TM	EUIcalib_SC_28V_Main_current	0	4.382864E-4	0	0	0
CIU10013TM	EUIcalib_Lya_Vdig_voltage	0	0.0013044585	0	0	0
CIU10014TM	EUIcalib_Lya_Vdig_current	0	3.409256E-4	0	0	0
CIU10015TM	EUIcalib_Lya_PosAnalogue_voltage	0	0.0032462084	0	0	0
CIU10016TM	EUIcalib_Lya_PosAnalogue_current	0	1.96232215E-5	0	0	0
CIU10017TM	EUIcalib_Lya_NegAnalogue_voltage	0	-0.0032503428	0	0	0
CIU10018TM	EUIcalib_Lya_NegAnalogue_current	0	1.9386342E-5	0	0	0
CIU10019TM	EUIcalib_Lya_28V_HV_voltage	0	0.0089284051	0	0	0
CIU1001ATM	EUIcalib_Lya_28V_HV_current	0	5.62811081E-5	0	0	0
CIU1001BTM	EUIcalib_Lya_6V_HV_voltage	0	0.0019497657	0	0	0
CIU1001CTM	EUIcalib_Lya_6V_HV_current	0	2.82325918E-5	0	0	0
CIU1001DTM	EUIcalib_EUV_digital_voltage	0	0.0013036164	0	0	0
CIU1001ETM	EUIcalib_EUV_digital_current	0	2.837245E-4	0	0	0
CIU1001FTM	EUIcalib_EUV_PosAnalogue_voltage	0	0.0032440742	0	0	0
CIU10020TM	EUIcalib_EUV_PosAnalogue_current	0	4.38522925E-5	0	0	0
CIU10021TM	EUIcalib_EUV_NegAnalogue_voltage	0	-0.0032422802	0	0	0
CIU10022TM	EUIcalib_EUV_NegAnalogue_current	0	4.67081716E-5	0	0	0
CIU10023TM	EUIcalib_FSI_digital_voltage	0	0.0012872253	0	0	0
CIU10024TM	EUIcalib_FSI_digital_current	0	2.952881E-4	0	0	0
CIU10025TM	EUIcalib_FSI_PosAnalogue_voltage	0	0.0032414887	0	0	0
CIU10026TM	EUIcalib_FSI_PosAnalogue_current	0	4.29051867E-5	0	0	0
CIU10027TM	EUIcalib_FSI_NegAnalogue_voltage	0	-0.0032524082	0	0	0
CIU10028TM	EUIcalib_FSI_NegAnalogue_current	0	4.6844E-5	0	0	0
CIU10029TM	EUIcalib_Lya_HV_screen_voltage	-1940.26387	2.274795	0	0	0
CIU1002ATM	EUIcalib_Lya_HV_mcp_voltage	-286.0703	0.32589319	0	0	0
CIU1002BTM	EUIcalib_Lya_HV_mcp_current	-1.1222006E-4	8.4509E-8	0	0	0
CIU1002CTM	EUIcalib_FEE_3V3_current	0	4.58646617E-4	0	0	0
CIU1002DTM	EUIcalib_FEE_2V5_current	0	2.5957447E-5	0	0	0
CIU1002ETM	EUIcalib_FEE_1V5_current	0	2.64069264E-4	0	0	0
CIX00035TM	HK_DPU_1V5_V	0	7.35043E-4	0	0	0
CIX00036TM	HK_REF_2V5_V	0	7.35043E-4	0	0	0
CIX00037TM	HK_DPU_2V9_V	0	7.35043E-4	0	0	0
