DICSP000	1	NIC0P015		N	H	0	2
DICSP000	2	NIC0P005		N	H	0	2
DICSP000	3	NIC0P020		N	H	0	2
DICSP000	4	NIC0P010		N	H	0	2
DICSP000	5	NICDF014		N	N	0	2
