CCD2Z002TM	4	4	PAP_2
CCD2Z002TM	4294967295	4294967295	PAP_ALL
CCD2Z002TM	512	512	PAP_9
CCD2Z002TM	64	64	PAP_6
CCD2Z002TM	8	8	PAP_3
CCD2Z006TM	6528	6528	RM Prog. set 1
CCD2Z006TM	6784	6784	RM Prog. set 2
CCD2Z006TM	7040	7040	RM Prog. set 3
CCD2Z006TM	7296	7296	RM Prog. set 4
CCD2Z007TM	6400	6400	RM Prog. set 1
CCD2Z007TM	6656	6656	RM Prog. set 2
CCD2Z007TM	6912	6912	RM Prog. set 3
CCD2Z007TM	7168	7168	RM Prog. set 4
CCDT0001TX	0	0	AGP_PROFILE
CCDT0001TX	1	1	SLVP_PROFILE
CCDT0001TX	2	2	SEE_PROFILE
CCDT0001TX	3	3	SSEA_PROFILE
CCDT0001TX	4	4	SSE_PROFILE
CCDT0001TX	5	5	ALL_PROFILE
CCDT0002TM	0	0	CLOSE
CCDT0002TM	1	1	OPEN
CCDT0003TX	0	0	DISABLED
CCDT0003TX	1	1	ENABLED
CCDT0004TX	0	0	NO EVENT
CCDT0004TX	1057	1057	MODE_ENTRY
CCDT0004TX	1060	1060	RWL_CMD_OK
CCDT0004TX	1064	1064	THR_CMD_OK
CCDT0004TX	1070	1070	RWU_CO_SUCC
CCDT0004TX	1072	1072	ACC_CALIB_COMP
CCDT0004TX	1076	1076	IRGDGPROF_COMP
CCDT0004TX	1077	1077	RW_OFFL_START
CCDT0004TX	1078	1078	RW_OFFL_COMP
CCDT0004TX	1152	1152	OBCP_STOP
CCDT0004TX	1153	1153	OBCP_SUSPEND
CCDT0004TX	1156	1156	OBCP_LOAD_SUCC
CCDT0004TX	1158	1158	OBCP_ST_SUCC
CCDT0004TX	1160	1160	OB_LO_ST_SUCC
CCDT0004TX	1162	1162	OB_EMY_QUEUED
CCDT0004TX	12900	12900	UNEXPS12TRIG
CCDT0004TX	16640	16640	ERRORNEOUS_TM
CCDT0004TX	16952	16952	SPARE_L_0
CCDT0004TX	16953	16953	SPARE_L_1
CCDT0004TX	16954	16954	SPARE_L_2
CCDT0004TX	16955	16955	SPARE_L_3
CCDT0004TX	16956	16956	SPARE_L_4
CCDT0004TX	16957	16957	SPARE_L_5
CCDT0004TX	16958	16958	SPARE_L_6
CCDT0004TX	17098	17098	TTC_REL_DIS
CCDT0004TX	17344	17344	PLBKPTRINVCHK
CCDT0004TX	17442	17442	OBDB_SGM_FAIL
CCDT0004TX	17443	17443	DP_SGM_FAIL
CCDT0004TX	17445	17445	RWL_CMD_FAILED
CCDT0004TX	17446	17446	RWL_CMD_INT
CCDT0004TX	17447	17447	RWL_CMD_REINIT
CCDT0004TX	17449	17449	THR_CMD_NO_TM
CCDT0004TX	17450	17450	THR_CMD_WR_MOD
CCDT0004TX	17451	17451	THR_CMD_OL_ON
CCDT0004TX	17452	17452	THR_CMD_REINIT
CCDT0004TX	17453	17453	ACC_CAL_INT
CCDT0004TX	17455	17455	RWU_CO_ABORT
CCDT0004TX	17457	17457	ACC_CALIB_ABRT
CCDT0004TX	17458	17458	ACC_CALIB_TERM
CCDT0004TX	17459	17459	INV_IRG_PROF
CCDT0004TX	17463	17463	RW_OFFL_FAIL
CCDT0004TX	17464	17464	RW_OFFL_ABORT
CCDT0004TX	17472	17472	PING_TIMEOUT
CCDT0004TX	17473	17473	PG_ANS_INV_LEN
CCDT0004TX	17474	17474	PG_ANS_INV_PID
CCDT0004TX	17792	17792	UNRQED_CTX_RCV
CCDT0004TX	18497	18497	INIT_TCFILE_TO
CCDT0004TX	18690	18690	TCCP_SEG_ERR
CCDT0004TX	19078	19078	PL_CFG_ABORT
CCDT0004TX	19140	19140	S04DPLCHDISFL
CCDT0004TX	19141	19141	S10DPLCHDISFL
CCDT0004TX	19142	19142	S06DPLCHDISFL
CCDT0004TX	19143	19143	S07DPLCHDISFL
CCDT0004TX	19147	19147	S06PVSELFAIL
CCDT0004TX	19148	19148	S07PVSELFAIL
CCDT0004TX	19149	19149	LEOP6PVDSEL_FL
CCDT0004TX	19150	19150	LEOP7PVDSEL_FL
CCDT0004TX	19152	19152	S04SELECTFAIL
CCDT0004TX	19154	19154	S10SELECTFAIL
CCDT0004TX	19155	19155	S04DSELECTFAIL
CCDT0004TX	19156	19156	S10DSELECTFAIL
CCDT0004TX	19172	19172	SUNP_CFG_ABORT
CCDT0004TX	19173	19173	REC_RW5_START
CCDT0004TX	19202	19202	SYS_FILE_FAIL
CCDT0004TX	19397	19397	S__INV_TM_RCV
CCDT0004TX	19398	19398	S__FO_FAIL
CCDT0004TX	19399	19399	S__PW_DO_FAIL
CCDT0004TX	19400	19400	S__PW_UP_FAIL
CCDT0004TX	19403	19403	S_INV_PROT_RCV
CCDT0004TX	19408	19408	PL_REJEQT_OFF
CCDT0004TX	19409	19409	PL_SPW_FL_S__A
CCDT0004TX	19410	19410	PL_SPW_FL_S__B
CCDT0004TX	19411	19411	PL_SPW_FL_EPD
CCDT0004TX	19412	19412	PL_SPW_FL_EUI
CCDT0004TX	19413	19413	PL_SPW_FL_MAG
CCDT0004TX	19414	19414	PL_SPW_FL_MTS
CCDT0004TX	19415	19415	PL_SPW_FL_PHI
CCDT0004TX	19416	19416	PL_SPW_FL_RPW
CCDT0004TX	19417	19417	PL_SPW_FL_SLHI
CCDT0004TX	19418	19418	PL_SPW_FL_SPI
CCDT0004TX	19419	19419	PL_SPW_FL_STIX
CCDT0004TX	19420	19420	PL_SPW_FL_SWA
CCDT0004TX	19421	19421	PL_REJSSMM_OFF
CCDT0004TX	19526	19526	CPS_CFG_ABORT
CCDT0004TX	19527	19527	CPS_LV_Q_FLL
CCDT0004TX	19590	19590	STR_CFG_ABORT
CCDT0004TX	19718	19718	WDE_CFG_ABORT
CCDT0004TX	19846	19846	IMU_CFG_ABORT
CCDT0004TX	20007	20007	AOCS_CORE_ERR
CCDT0004TX	20040	20040	AADMONINVFLAGS
CCDT0004TX	20102	20102	PCDU_CFG_ABORT
CCDT0004TX	20166	20166	RIU_CFG_ABORT
CCDT0004TX	20234	20234	TCS_INVS_DATA
CCDT0004TX	20294	20294	DEU_CFG_ABORT
CCDT0004TX	20308	20308	DEUSPI_DP_NOPN
CCDT0004TX	20313	20313	DOORALROPEN
CCDT0004TX	20316	20316	DOORSWCTRNFAIL
CCDT0004TX	20317	20317	DOOROPCHKFAIL
CCDT0004TX	20321	20321	DOORCLOSTIMOUT
CCDT0004TX	20324	20324	REDUNITNOTHEAL
CCDT0004TX	20329	20329	DEUNOHEALTHMVT
CCDT0004TX	20330	20330	DEUMVTNOTALLOW
CCDT0004TX	20358	20358	SADE_CFG_ABORT
CCDT0004TX	20422	20422	PT_CFG_ABORT
CCDT0004TX	20426	20426	S__MAX_TM_RCV
CCDT0004TX	20486	20486	APMHACFG_ABORT
CCDT0004TX	20550	20550	APMMACFG_ABORT
CCDT0004TX	20566	20566	MGAELVLOWLIMIT
CCDT0004TX	20567	20567	MGAELVHIGLIMIT
CCDT0004TX	20568	20568	APMMAELEV_INV
CCDT0004TX	20614	20614	TWTA_CFG_ABORT
CCDT0004TX	20678	20678	DST_CFG_ABORT
CCDT0004TX	20688	20688	DSTCMD_NOTSENT
CCDT0004TX	20806	20806	RFDA_CNT_ABRT
CCDT0004TX	20948	20948	COMS_CFG_ABORT
CCDT0004TX	2176	2176	TC_SEQ_START
CCDT0004TX	2177	2177	TC_SEQ_END
CCDT0004TX	2215	2215	EPD_A_PWUP_ST
CCDT0004TX	2216	2216	EPD_A_PWUPED
CCDT0004TX	2217	2217	EPDAPWDOWN_ST
CCDT0004TX	2218	2218	EPD_A_PWDOWNED
CCDT0004TX	2343	2343	PL_EPDBPWUP_ST
CCDT0004TX	2344	2344	PL_EPDBPWUPED
CCDT0004TX	2345	2345	EPDBPWDOWN_ST
CCDT0004TX	2346	2346	EPDBPWDOWNED
CCDT0004TX	24704	24704	TMEXTADDFAILED
CCDT0004TX	2471	2471	EUI_A_PWUP_ST
CCDT0004TX	2472	2472	EUI_A_PWUPED
CCDT0004TX	2473	2473	EUIAPWDOWN_ST
CCDT0004TX	2474	2474	EUI_A_PWDOWNED
CCDT0004TX	2599	2599	PL_EUIBPWUP_ST
CCDT0004TX	2600	2600	PL_EUIBPWUPED
CCDT0004TX	2601	2601	EUIBPWDOWN_ST
CCDT0004TX	2602	2602	EUIBPWDOWNED
CCDT0004TX	2727	2727	MAG_A_PWUP_ST
CCDT0004TX	2728	2728	MAG_A_PWUPED
CCDT0004TX	2729	2729	MAGAPWDOWN_ST
CCDT0004TX	2730	2730	MAG_A_PWDOWNED
CCDT0004TX	2752	2752	LEOP_SASMCMED
CCDT0004TX	2753	2753	LEOP_STEP_COMP
CCDT0004TX	2782	2782	OBC_TTRSWOVST
CCDT0004TX	2784	2784	OBCOSWOVST
CCDT0004TX	2786	2786	OBC_TMESWOVST
CCDT0004TX	2787	2787	OBC_TMESWOVED
CCDT0004TX	2788	2788	OBC_PMSWOVST
CCDT0004TX	2792	2792	MIL_SWC_CH_ST
CCDT0004TX	2793	2793	MIL_SWC_CHED
CCDT0004TX	2802	2802	SYSREC1_START
CCDT0004TX	2804	2804	SYSREC2_START
CCDT0004TX	2806	2806	RIUSWOVST
CCDT0004TX	2807	2807	RIUSWOVED
CCDT0004TX	2816	2816	DOBR_CPDAC_ST
CCDT0004TX	2817	2817	DOBR_CPDAC_END
CCDT0004TX	2820	2820	DOBR_TME_AC_ST
CCDT0004TX	2821	2821	DOBR_TME_ACED
CCDT0004TX	2855	2855	PL_MAGBPWUP_ST
CCDT0004TX	2856	2856	PL_MAGBPWUPED
CCDT0004TX	2857	2857	MAGBPWDOWN_ST
CCDT0004TX	2858	2858	MAGBPWDOWNED
CCDT0004TX	2874	2874	SBM_SASM_ENA
CCDT0004TX	2875	2875	SBM_FOLW_WSM
CCDT0004TX	2876	2876	SBM_PL_SOFF_ST
CCDT0004TX	2877	2877	SBM_PL_SOFF_EN
CCDT0004TX	2880	2880	OMM_AC_START
CCDT0004TX	2881	2881	OMM_AC_END
CCDT0004TX	2884	2884	OMM_PW_ON_ST
CCDT0004TX	2885	2885	OMM_POWER_ONED
CCDT0004TX	2886	2886	OMM_PW_OFF_ST
CCDT0004TX	2887	2887	OMM_PW_OFFED
CCDT0004TX	2893	2893	OMM_WARMSWONST
CCDT0004TX	2894	2894	OMM_WARMSWONED
CCDT0004TX	2983	2983	MTS_A_PWUP_ST
CCDT0004TX	2984	2984	MTS_A_PWUPED
CCDT0004TX	2985	2985	MTSAPWDOWN_ST
CCDT0004TX	2986	2986	MTS_A_PWDOWNED
CCDT0004TX	3008	3008	SSMM_AC_START
CCDT0004TX	3009	3009	SSMM_AC_END
CCDT0004TX	3010	3010	SSMM_DEA_START
CCDT0004TX	3011	3011	SSMM_DEA_END
CCDT0004TX	3020	3020	S__SVSWOVST
CCDT0004TX	3021	3021	S__SVSWOVED
CCDT0004TX	3022	3022	S__ICSWOVST
CCDT0004TX	3023	3023	S__ICSWOVED
CCDT0004TX	3054	3054	SASMSCAPSTEEST
CCDT0004TX	3056	3056	SASM_WSM_ENA
CCDT0004TX	3061	3061	SASM_RW_SUP_ST
CCDT0004TX	3062	3062	SASM_RW_SUP_EN
CCDT0004TX	3064	3064	SASMSROTSP_ST
CCDT0004TX	3067	3067	SASM_RECOV_RES
CCDT0004TX	3068	3068	SINITSASMRECAB
CCDT0004TX	3073	3073	SI_P4_REC_AB
CCDT0004TX	3111	3111	MTSBPWUP_ST
CCDT0004TX	3112	3112	MTSBPWUPED
CCDT0004TX	3113	3113	MTSBPWDOWN_ST
CCDT0004TX	3114	3114	MTSBPWDOWNED
CCDT0004TX	3137	3137	CPS_AC_START
CCDT0004TX	3138	3138	CPS_AC_END
CCDT0004TX	3139	3139	CPS_DEA_START
CCDT0004TX	3140	3140	CPS_DEA_END
CCDT0004TX	3146	3146	PRF_ST
CCDT0004TX	3147	3147	PRFED
CCDT0004TX	3148	3148	CPS_RCF_OCMRDY
CCDT0004TX	3149	3149	CPS_RECONF
CCDT0004TX	3152	3152	WSM_NOPATCH_ST
CCDT0004TX	3154	3154	WSM_SUNPOINT_R
CCDT0004TX	3156	3156	WSM_SCAPSTE_EN
CCDT0004TX	3157	3157	WSMNCMTRAN_ENA
CCDT0004TX	3163	3163	WSMS_ROTSTP_ST
CCDT0004TX	3166	3166	WSM_RECOV_RES
CCDT0004TX	3167	3167	SI_CPS_CFG_ST
CCDT0004TX	3168	3168	SI_CPS_CFGED
CCDT0004TX	3169	3169	SI_P4_CPS_D_ED
CCDT0004TX	3170	3170	SI_P4_OFFDED
CCDT0004TX	3201	3201	STR_AC_START
CCDT0004TX	3202	3202	STR_AC_END
CCDT0004TX	3203	3203	STR_DEA_START
CCDT0004TX	3204	3204	STR_DEA_END
CCDT0004TX	3218	3218	STRRESHTMEOBT
CCDT0004TX	3219	3219	STR_UNITS_INFO
CCDT0004TX	3230	3230	STR_S_REC_ST
CCDT0004TX	3231	3231	STR_SYNC_RECED
CCDT0004TX	3232	3232	STRSWOVST
CCDT0004TX	3233	3233	STRSWOVED
CCDT0004TX	3234	3234	STRNEATENT_ST
CCDT0004TX	3235	3235	STRNEATENT_EN
CCDT0004TX	3236	3236	STR_RCFURE_ST
CCDT0004TX	3237	3237	STR_RCFUREED
CCDT0004TX	3239	3239	PHI_A_PWUP_ST
CCDT0004TX	3240	3240	PHI_A_PWUPED
CCDT0004TX	3241	3241	PHIAPWDOWN_ST
CCDT0004TX	3242	3242	PHI_A_PWDOWNED
CCDT0004TX	3265	3265	FSS_AC_START
CCDT0004TX	3266	3266	FSS_AC_END
CCDT0004TX	3294	3294	FSSSWOVST
CCDT0004TX	3295	3295	FSSSWOVED
CCDT0004TX	3296	3296	FSS_SWOOPSALRM
CCDT0004TX	3308	3308	NCM_DORTO_DISA
CCDT0004TX	33099	33099	CEL_FAILED
CCDT0004TX	3310	3310	NCMMGATCR_CONF
CCDT0004TX	33100	33100	SW_ERROR
CCDT0004TX	3325	3325	SIHGASAFEPOST
CCDT0004TX	3328	3328	SIHGASAFEPOEND
CCDT0004TX	33281	33281	FUNC_UNKNOWN
CCDT0004TX	33282	33282	FUNC_DISABLED
CCDT0004TX	3329	3329	WDE_AC_START
CCDT0004TX	3330	3330	WDE_AC_END
CCDT0004TX	3331	3331	WDE_DEA_START
CCDT0004TX	3332	3332	WDE_DEA_END
CCDT0004TX	33329	33329	SPARE_M_0
CCDT0004TX	33330	33330	SPARE_M_1
CCDT0004TX	33331	33331	SPARE_M_2
CCDT0004TX	33332	33332	SPARE_M_3
CCDT0004TX	33333	33333	SPARE_M_4
CCDT0004TX	33334	33334	SPARE_M_5
CCDT0004TX	33335	33335	SPARE_M_6
CCDT0004TX	3338	3338	RW_PNOMOFFL_ST
CCDT0004TX	3339	3339	RW_PNOMOFFL_EN
CCDT0004TX	33483	33483	MTL_TTC_OVD
CCDT0004TX	33484	33484	BUTC_FILE_FAIL
CCDT0004TX	33537	33537	S12_HIGH_LIMIT
CCDT0004TX	33538	33538	S12_LOW_LIMIT
CCDT0004TX	33539	33539	MONUNEXPEC
CCDT0004TX	3360	3360	WDESWOFST
CCDT0004TX	3361	3361	WDESWOFED
CCDT0004TX	3362	3362	WDE_OFFLD_ST
CCDT0004TX	3363	3363	WDE_OFFLD_END
CCDT0004TX	3364	3364	WDE_ACT_REC_ST
CCDT0004TX	3365	3365	WDE_ACT_RECED
CCDT0004TX	3366	3366	WDEDEFROOTST
CCDT0004TX	3367	3367	PL_PHIBPWUP_ST
CCDT0004TX	3368	3368	PL_PHIBPWUPED
CCDT0004TX	3369	3369	PHIBPWDOWN_ST
CCDT0004TX	3370	3370	PHIBPWDOWNED
CCDT0004TX	33730	33730	RTRV_PS_FULL
CCDT0004TX	33731	33731	R_INV_STOREID
CCDT0004TX	33732	33732	R_PS_ACS_FAIL
CCDT0004TX	33925	33925	OBCP_LOAD_FAIL
CCDT0004TX	33929	33929	OB_LO_ST_FL
CCDT0004TX	3393	3393	IMU_GYRO_AC_ST
CCDT0004TX	3394	3394	IMU_GYRO_ACED
CCDT0004TX	33984	33984	ACTION_TRIG
CCDT0004TX	34048	34048	CPDU_OVF_RCPT
CCDT0004TX	34049	34049	CPDU_CPDU_ERR
CCDT0004TX	34050	34050	CPDU_CPDABORT
CCDT0004TX	34051	34051	PMCP_PM_HW_ERR
CCDT0004TX	34054	34054	TTR_RT_TM_HERR
CCDT0004TX	34055	34055	RTC_TIMEOUT
CCDT0004TX	34057	34057	LINK_ERR
CCDT0004TX	34112	34112	BMBC_HERR_B1
CCDT0004TX	34113	34113	BMBC_HERR_B2
CCDT0004TX	34114	34114	BUS_MGR_ERR_B1
CCDT0004TX	34115	34115	BUS_MGR_ERR_B2
CCDT0004TX	34116	34116	BMERR_B1_CHA
CCDT0004TX	34117	34117	BMERR_B1_CHB
CCDT0004TX	34118	34118	BMERR_B2_CHA
CCDT0004TX	34119	34119	BMERR_B2_CHB
CCDT0004TX	3424	3424	GYROSWOFST
CCDT0004TX	34240	34240	BMERR_B1_R1
CCDT0004TX	34241	34241	BMERR_B1_R2
CCDT0004TX	34242	34242	BMERR_B1_R3
CCDT0004TX	34243	34243	BMERR_B1_R4
CCDT0004TX	34244	34244	BMERR_B1_R5
CCDT0004TX	34245	34245	BMERR_B1_R6
CCDT0004TX	34246	34246	BMERR_B1_R7
CCDT0004TX	34247	34247	BMERR_B1_R8
CCDT0004TX	34248	34248	BMERR_B1_R9
CCDT0004TX	34249	34249	BMERR_B1_R10
CCDT0004TX	3425	3425	GYROSWOFED
CCDT0004TX	34250	34250	BMERR_B1_R11
CCDT0004TX	34251	34251	BMERR_B1_R12
CCDT0004TX	34252	34252	BMERR_B1_R13
CCDT0004TX	34253	34253	BMERR_B1_R14
CCDT0004TX	34254	34254	BMERR_B1_R15
CCDT0004TX	34255	34255	BMERR_B1_R16
CCDT0004TX	34256	34256	BMERR_B1_R17
CCDT0004TX	34257	34257	BMERR_B1_R18
CCDT0004TX	34258	34258	BMERR_B1_R19
CCDT0004TX	34259	34259	BMERR_B1_R20
CCDT0004TX	3426	3426	GYROSWOVST
CCDT0004TX	34260	34260	BMERR_B1_R21
CCDT0004TX	34261	34261	BMERR_B1_R22
CCDT0004TX	34262	34262	BMERR_B1_R23
CCDT0004TX	34263	34263	BMERR_B1_R24
CCDT0004TX	34264	34264	BMERR_B1_R25
CCDT0004TX	34265	34265	BMERR_B1_R26
CCDT0004TX	34266	34266	BMERR_B1_R27
CCDT0004TX	34267	34267	BMERR_B1_R28
CCDT0004TX	34268	34268	BMERR_B1_R29
CCDT0004TX	34269	34269	BMERR_B1_R30
CCDT0004TX	34270	34270	BMERR_B2_R1
CCDT0004TX	34271	34271	BMERR_B2_R2
CCDT0004TX	34272	34272	BMERR_B2_R3
CCDT0004TX	34273	34273	BMERR_B2_R4
CCDT0004TX	34274	34274	BMERR_B2_R5
CCDT0004TX	34275	34275	BMERR_B2_R6
CCDT0004TX	34276	34276	BMERR_B2_R7
CCDT0004TX	34277	34277	BMERR_B2_R8
CCDT0004TX	34278	34278	BMERR_B2_R9
CCDT0004TX	34279	34279	BMERR_B2_R10
CCDT0004TX	3428	3428	GYROFRZRECST
CCDT0004TX	34280	34280	BMERR_B2_R11
CCDT0004TX	34281	34281	BMERR_B2_R12
CCDT0004TX	34282	34282	BMERR_B2_R13
CCDT0004TX	34283	34283	BMERR_B2_R14
CCDT0004TX	34284	34284	BMERR_B2_R15
CCDT0004TX	34285	34285	BMERR_B2_R16
CCDT0004TX	34286	34286	BMERR_B2_R17
CCDT0004TX	34287	34287	BMERR_B2_R18
CCDT0004TX	34288	34288	BMERR_B2_R19
CCDT0004TX	34289	34289	BMERR_B2_R20
CCDT0004TX	3429	3429	GYROFRZRECEND
CCDT0004TX	34290	34290	BMERR_B2_R21
CCDT0004TX	34291	34291	BMERR_B2_R22
CCDT0004TX	34292	34292	BMERR_B2_R23
CCDT0004TX	34293	34293	BMERR_B2_R24
CCDT0004TX	34294	34294	BMERR_B2_R25
CCDT0004TX	34295	34295	BMERR_B2_R26
CCDT0004TX	34296	34296	BMERR_B2_R27
CCDT0004TX	34297	34297	BMERR_B2_R28
CCDT0004TX	34298	34298	BMERR_B2_R29
CCDT0004TX	34299	34299	BMERR_B2_R30
CCDT0004TX	34300	34300	BMERR_R_SA
CCDT0004TX	3457	3457	ACC_AC_ST
CCDT0004TX	3458	3458	IMU_ACCEL_ACED
CCDT0004TX	3459	3459	ACC_DEA_ST
CCDT0004TX	3460	3460	ACC_DEAED
CCDT0004TX	34817	34817	SGM_INV_CKS
CCDT0004TX	34818	34818	SGM_CLEAR_RAM
CCDT0004TX	34819	34819	SGM_INV_OBT
CCDT0004TX	3486	3486	IMUACSWOFST
CCDT0004TX	3487	3487	IMUACSWOFED
CCDT0004TX	3488	3488	IMU_ACCSWOFST
CCDT0004TX	34880	34880	F_FAT_ACS_FAIL
CCDT0004TX	3489	3489	IMU_ACCSWOFED
CCDT0004TX	34946	34946	TC_SEQ_ERROR
CCDT0004TX	3495	3495	RPW_A_PWUP_ST
CCDT0004TX	3496	3496	RPW_A_PWUPED
CCDT0004TX	3497	3497	RPWAPWDOWN_ST
CCDT0004TX	3498	3498	RPW_A_PWDOWNED
CCDT0004TX	35072	35072	TCCP_OVF_RCPT
CCDT0004TX	35528	35528	S09SASMPNTREAC
CCDT0004TX	35529	35529	S12SASMPNTREAC
CCDT0004TX	35530	35530	LEOP11SAWG_NCF
CCDT0004TX	35537	35537	TK_ACTUATED
CCDT0004TX	35541	35541	LEOP_AS__FL
CCDT0004TX	35553	35553	WSM_START
CCDT0004TX	35585	35585	SYSTEM_INIT_RP
CCDT0004TX	35587	35587	DOBR_CP_NHLTY
CCDT0004TX	35591	35591	DOBR_TME_NHLTY
CCDT0004TX	35592	35592	DMS_TTR_RW_ERR
CCDT0004TX	35593	35593	DOBR_TME_FAIL
CCDT0004TX	35640	35640	CSWTCFILEINV
CCDT0004TX	35641	35641	SWMFOLSASMPATH
CCDT0004TX	35650	35650	OMM_AFAIL
CCDT0004TX	35651	35651	OMM_AC_SUCCESS
