CAHP0000TC	0.49951	1023
CAHP0000TC	-0.5	-1024
CAHP0001TC	0	0
CAHP0001TC	0.24951	511
CAHP0002TC	0	0
CAHP0002TC	11.24983	65535
CAHP0003TC	0	0
CAHP0003TC	999.75586	4095
CAHP0004TC	0	0
CAHP0004TC	4.99969	16383
CAHP0005TC	4.34014E-4	32767
CAHP0005TC	-4.34028E-4	-32768
CAHP0006TC	5.62483	32767
CAHP0006TC	-5.625	-32768
CAHP0007TC	0	0
CAHP0007TC	2.80151	255
CAHP0008TC	0	0
CAHP0008TC	4.99512	1023
CAHP0009TC	179.99983	1048575
CAHP0009TC	-180	-1048576
CAHP0010TC	0	0
CAHP0010TC	4.88273E-4	65535
CAHP0011TC	0	0
CAHP0011TC	0.999984741	65535
CAHP0012TC	0	0
CAHP0012TC	0.999984741	65535
CAMP0000TC	0.49951	1023
CAMP0000TC	-0.5	-1024
CAMP0001TC	0	0
CAMP0001TC	0.24951	511
CAMP0002TC	0	0
CAMP0002TC	11.24983	65535
CAMP0003TC	0	0
CAMP0003TC	999.75586	4095
CAMP0004TC	0	0
CAMP0004TC	4.99969	16383
CAMP0005TC	4.34014E-4	32767
CAMP0005TC	-4.34028E-4	-32768
CAMP0006TC	5.62483	32767
CAMP0006TC	-5.625	-32768
CAMP0007TC	0	0
CAMP0007TC	2.80151	255
CAMP0008TC	0	0
CAMP0008TC	4.99512	1023
CAMP0009TC	0	0
CAMP0009TC	359.99983	2097151
CAMP0010TC	0	0
CAMP0010TC	4.88273E-4	65535
CAMP0011TC	0	0
CAMP0011TC	0.999984741	65535
CAMP0012TC	0	0
CAMP0012TC	0.999984741	65535
CDST0007TC	0.2	0
CDST0007TC	6.48	1023
CDST0010TC	0	0
CDST0010TC	3.01	1023
CIAP0003TC	2	16
CIAP0003TC	3	24
CIAP0003TC	4	32
CIAP0003TC	5	40
CIAP0003TC	6	48
CIAP0003TC	7	56
CIAP0003TC	8	64
CIAP0003TC	9	72
CIAP0003TC	1	8
CIAP0003TC	10	80
CIAP0032TC	0	0
CIAP0032TC	1	1
CIAP0032TC	2	2
CIAP0041TC	5	5
CIAP0041TC	6	6
CICPCMS0TC	50	10
CICPCMS0TC	500	100
CICPCMS0TC	505	101
CICPCMS0TC	510	102
CICPCMS0TC	515	103
CICPCMS0TC	520	104
CICPCMS0TC	525	105
CICPCMS0TC	530	106
CICPCMS0TC	535	107
CICPCMS0TC	540	108
CICPCMS0TC	545	109
CICPCMS0TC	55	11
CICPCMS0TC	550	110
CICPCMS0TC	555	111
CICPCMS0TC	560	112
CICPCMS0TC	565	113
CICPCMS0TC	570	114
CICPCMS0TC	575	115
CICPCMS0TC	580	116
CICPCMS0TC	585	117
CICPCMS0TC	590	118
CICPCMS0TC	595	119
CICPCMS0TC	60	12
CICPCMS0TC	600	120
CICPCMS0TC	605	121
CICPCMS0TC	610	122
CICPCMS0TC	615	123
CICPCMS0TC	620	124
CICPCMS0TC	625	125
CICPCMS0TC	630	126
CICPCMS0TC	635	127
CICPCMS0TC	640	128
CICPCMS0TC	645	129
CICPCMS0TC	65	13
CICPCMS0TC	650	130
CICPCMS0TC	655	131
CICPCMS0TC	660	132
CICPCMS0TC	665	133
CICPCMS0TC	670	134
CICPCMS0TC	675	135
CICPCMS0TC	680	136
CICPCMS0TC	685	137
CICPCMS0TC	690	138
CICPCMS0TC	695	139
CICPCMS0TC	70	14
CICPCMS0TC	700	140
CICPCMS0TC	705	141
CICPCMS0TC	710	142
CICPCMS0TC	715	143
CICPCMS0TC	720	144
CICPCMS0TC	725	145
CICPCMS0TC	730	146
CICPCMS0TC	735	147
CICPCMS0TC	740	148
CICPCMS0TC	745	149
CICPCMS0TC	75	15
CICPCMS0TC	750	150
CICPCMS0TC	755	151
CICPCMS0TC	760	152
CICPCMS0TC	765	153
CICPCMS0TC	770	154
CICPCMS0TC	775	155
CICPCMS0TC	780	156
CICPCMS0TC	785	157
CICPCMS0TC	790	158
CICPCMS0TC	795	159
CICPCMS0TC	80	16
CICPCMS0TC	800	160
CICPCMS0TC	805	161
CICPCMS0TC	810	162
CICPCMS0TC	815	163
CICPCMS0TC	820	164
CICPCMS0TC	825	165
CICPCMS0TC	830	166
CICPCMS0TC	835	167
CICPCMS0TC	840	168
CICPCMS0TC	845	169
CICPCMS0TC	85	17
CICPCMS0TC	850	170
CICPCMS0TC	855	171
CICPCMS0TC	860	172
CICPCMS0TC	865	173
CICPCMS0TC	870	174
CICPCMS0TC	875	175
CICPCMS0TC	880	176
CICPCMS0TC	885	177
CICPCMS0TC	890	178
CICPCMS0TC	895	179
CICPCMS0TC	90	18
CICPCMS0TC	900	180
CICPCMS0TC	905	181
CICPCMS0TC	910	182
CICPCMS0TC	915	183
CICPCMS0TC	920	184
CICPCMS0TC	925	185
CICPCMS0TC	930	186
CICPCMS0TC	935	187
CICPCMS0TC	940	188
CICPCMS0TC	945	189
CICPCMS0TC	95	19
CICPCMS0TC	950	190
CICPCMS0TC	955	191
CICPCMS0TC	960	192
CICPCMS0TC	965	193
CICPCMS0TC	970	194
CICPCMS0TC	975	195
CICPCMS0TC	980	196
CICPCMS0TC	985	197
CICPCMS0TC	990	198
CICPCMS0TC	995	199
CICPCMS0TC	100	20
CICPCMS0TC	1E3	200
CICPCMS0TC	1005	201
CICPCMS0TC	1010	202
CICPCMS0TC	1015	203
CICPCMS0TC	1020	204
CICPCMS0TC	1025	205
CICPCMS0TC	1030	206
CICPCMS0TC	1035	207
CICPCMS0TC	1040	208
CICPCMS0TC	1045	209
CICPCMS0TC	105	21
CICPCMS0TC	1050	210
CICPCMS0TC	1055	211
CICPCMS0TC	1060	212
CICPCMS0TC	1065	213
CICPCMS0TC	1070	214
CICPCMS0TC	1075	215
CICPCMS0TC	1080	216
CICPCMS0TC	1085	217
CICPCMS0TC	1090	218
CICPCMS0TC	1095	219
CICPCMS0TC	110	22
CICPCMS0TC	1100	220
CICPCMS0TC	1105	221
CICPCMS0TC	1110	222
CICPCMS0TC	1115	223
CICPCMS0TC	1120	224
CICPCMS0TC	1125	225
CICPCMS0TC	1130	226
CICPCMS0TC	1135	227
CICPCMS0TC	1140	228
CICPCMS0TC	1145	229
CICPCMS0TC	115	23
CICPCMS0TC	1150	230
CICPCMS0TC	1155	231
CICPCMS0TC	1160	232
CICPCMS0TC	1165	233
CICPCMS0TC	1170	234
CICPCMS0TC	1175	235
CICPCMS0TC	1180	236
CICPCMS0TC	1185	237
CICPCMS0TC	1190	238
CICPCMS0TC	1195	239
CICPCMS0TC	120	24
CICPCMS0TC	1200	240
CICPCMS0TC	1205	241
CICPCMS0TC	1210	242
CICPCMS0TC	1215	243
CICPCMS0TC	1220	244
CICPCMS0TC	1225	245
CICPCMS0TC	1230	246
CICPCMS0TC	1235	247
CICPCMS0TC	1240	248
CICPCMS0TC	1245	249
CICPCMS0TC	125	25
CICPCMS0TC	1250	250
CICPCMS0TC	1255	251
CICPCMS0TC	1260	252
CICPCMS0TC	1265	253
CICPCMS0TC	1270	254
CICPCMS0TC	1275	255
CICPCMS0TC	130	26
CICPCMS0TC	135	27
CICPCMS0TC	140	28
CICPCMS0TC	145	29
CICPCMS0TC	150	30
CICPCMS0TC	155	31
CICPCMS0TC	160	32
CICPCMS0TC	165	33
CICPCMS0TC	170	34
CICPCMS0TC	175	35
CICPCMS0TC	180	36
CICPCMS0TC	185	37
CICPCMS0TC	190	38
CICPCMS0TC	195	39
CICPCMS0TC	200	40
CICPCMS0TC	205	41
CICPCMS0TC	210	42
CICPCMS0TC	215	43
CICPCMS0TC	220	44
CICPCMS0TC	225	45
CICPCMS0TC	230	46
CICPCMS0TC	235	47
CICPCMS0TC	240	48
CICPCMS0TC	245	49
CICPCMS0TC	25	5
CICPCMS0TC	250	50
CICPCMS0TC	255	51
CICPCMS0TC	260	52
CICPCMS0TC	265	53
CICPCMS0TC	270	54
CICPCMS0TC	275	55
CICPCMS0TC	280	56
CICPCMS0TC	285	57
CICPCMS0TC	290	58
CICPCMS0TC	295	59
CICPCMS0TC	30	6
CICPCMS0TC	300	60
CICPCMS0TC	305	61
CICPCMS0TC	310	62
CICPCMS0TC	315	63
CICPCMS0TC	320	64
CICPCMS0TC	325	65
CICPCMS0TC	330	66
CICPCMS0TC	335	67
CICPCMS0TC	340	68
CICPCMS0TC	345	69
CICPCMS0TC	35	7
CICPCMS0TC	350	70
CICPCMS0TC	355	71
CICPCMS0TC	360	72
CICPCMS0TC	365	73
CICPCMS0TC	370	74
CICPCMS0TC	375	75
CICPCMS0TC	380	76
CICPCMS0TC	385	77
CICPCMS0TC	390	78
CICPCMS0TC	395	79
CICPCMS0TC	40	8
CICPCMS0TC	400	80
CICPCMS0TC	405	81
CICPCMS0TC	410	82
CICPCMS0TC	415	83
CICPCMS0TC	420	84
CICPCMS0TC	425	85
CICPCMS0TC	430	86
CICPCMS0TC	435	87
CICPCMS0TC	440	88
CICPCMS0TC	445	89
CICPCMS0TC	45	9
CICPCMS0TC	450	90
CICPCMS0TC	455	91
CICPCMS0TC	460	92
CICPCMS0TC	465	93
CICPCMS0TC	470	94
CICPCMS0TC	475	95
CICPCMS0TC	480	96
CICPCMS0TC	485	97
CICPCMS0TC	490	98
CICPCMS0TC	495	99
CIPP0001TC	0	0
CIPP0001TC	3600	28800
CIPP8526TC	20	2000
CIPP8526TC	80	8000
CIPP8527TC	0	0
CIPP8527TC	4	4000
CITP1086TC	0	193
CITP1086TC	1077	4095
CITP1087TC	6865	4095
CITP1087TC	0	50
CITP1091TC	65353	0
CITP1091TC	43569	1
CITP1091TC	10892	10
CITP1091TC	1281	100
CITP1091TC	130	1003
CITP1091TC	13	10052
CITP1091TC	1269	101
CITP1091TC	1257	102
CITP1091TC	1245	103
CITP1091TC	1233	104
CITP1091TC	1222	105
CITP1091TC	1210	106
CITP1091TC	1199	107
CITP1091TC	1188	108
CITP1091TC	12	10890
CITP1091TC	1178	109
CITP1091TC	10054	11
CITP1091TC	1167	110
CITP1091TC	1157	111
CITP1091TC	1147	112
CITP1091TC	1137	113
CITP1091TC	1127	114
CITP1091TC	1117	115
CITP1091TC	1108	116
CITP1091TC	1098	117
CITP1091TC	1089	118
CITP1091TC	11	11880
CITP1091TC	1080	119
CITP1091TC	9336	12
CITP1091TC	1071	120
CITP1091TC	1063	121
CITP1091TC	1054	122
CITP1091TC	1046	123
CITP1091TC	1037	124
CITP1091TC	1029	125
CITP1091TC	1021	126
CITP1091TC	1013	127
CITP1091TC	1005	128
CITP1091TC	998	129
CITP1091TC	8714	13
CITP1091TC	990	130
CITP1091TC	10	13069
CITP1091TC	983	131
CITP1091TC	975	132
CITP1091TC	968	133
CITP1091TC	961	134
CITP1091TC	954	135
CITP1091TC	947	136
CITP1091TC	940	137
CITP1091TC	934	138
CITP1091TC	927	139
CITP1091TC	8169	14
CITP1091TC	920	140
CITP1091TC	914	141
CITP1091TC	908	142
CITP1091TC	901	143
CITP1091TC	895	144
CITP1091TC	889	145
CITP1091TC	9	14521
CITP1091TC	883	146
CITP1091TC	877	147
CITP1091TC	871	148
CITP1091TC	866	149
CITP1091TC	7689	15
CITP1091TC	860	150
CITP1091TC	87	1500
CITP1091TC	854	151
CITP1091TC	849	152
CITP1091TC	843	153
CITP1091TC	838	154
CITP1091TC	833	155
CITP1091TC	827	156
CITP1091TC	822	157
CITP1091TC	817	158
CITP1091TC	812	159
CITP1091TC	7261	16
CITP1091TC	807	160
CITP1091TC	802	161
CITP1091TC	797	162
CITP1091TC	792	163
CITP1091TC	8	16336
CITP1091TC	787	164
CITP1091TC	783	165
CITP1091TC	778	166
CITP1091TC	773	167
CITP1091TC	769	168
CITP1091TC	764	169
CITP1091TC	6879	17
CITP1091TC	760	170
CITP1091TC	756	171
CITP1091TC	751	172
CITP1091TC	747	173
CITP1091TC	743	174
CITP1091TC	738	175
CITP1091TC	734	176
CITP1091TC	730	177
CITP1091TC	726	178
CITP1091TC	722	179
CITP1091TC	6535	18
CITP1091TC	718	180
CITP1091TC	714	181
CITP1091TC	710	182
CITP1091TC	707	183
CITP1091TC	703	184
CITP1091TC	699	185
