INSERTBU	C	11
INSERTBU	C	17
INSERTTT	C	11
INSERTTT	C	17
REIN_TTR	C	9088
ZACX0001	C	11
ZACX0001	C	17
ZAHG0000	C	11
ZAHG0000	C	17
ZAHG0001	C	11
ZAHG0001	C	17
ZAHG0002	C	11
ZAHG0002	C	17
ZAHG0003	C	11
ZAHG0003	C	17
ZAHG0004	C	11
ZAHG0004	C	17
ZAHG0005	C	11
ZAHG0005	C	17
ZAHG0006	C	11
ZAHG0006	C	17
ZAHG0007	C	11
ZAHG0007	C	17
ZAHG0008	C	11
ZAHG0008	C	17
ZAHG0009	C	11
ZAHG0009	C	17
ZAHG0010	C	11
ZAHG0010	C	17
ZAHG0011	C	11
ZAHG0011	C	17
ZAHG0012	C	11
ZAHG0012	C	17
ZAHG0013	C	11
ZAHG0013	C	17
ZAHG0014	C	11
ZAHG0014	C	17
ZAHG0015	C	11
ZAHG0015	C	17
ZAHG0016	C	11
ZAHG0016	C	17
ZAHG0017	C	11
ZAHG0017	C	17
ZAHG0018	C	11
ZAHG0018	C	17
ZAHG0019	C	11
ZAHG0019	C	17
ZAHG0020	C	11
ZAHG0020	C	17
ZAHG0021	C	11
ZAHG0021	C	17
ZAHG0022	C	11
ZAHG0022	C	17
ZAHG0023	C	11
ZAHG0023	C	17
ZAHK0000	C	11
ZAHK0000	C	17
ZAHK0001	C	11
ZAHK0001	C	17
ZAHK0002	C	11
ZAHK0002	C	17
ZAHK0003	C	11
ZAHK0003	C	17
ZAHK0004	C	11
ZAHK0004	C	17
ZAHK0005	C	11
ZAHK0005	C	17
ZAHK0006	C	11
ZAHK0006	C	17
ZAHK0007	C	11
ZAHK0007	C	17
ZAHK0008	C	11
ZAHK0008	C	17
ZAHK0009	C	11
ZAHK0009	C	17
ZAHK0010	C	11
ZAHK0010	C	17
ZAHK0011	C	11
ZAHK0011	C	17
ZAHK0012	C	11
ZAHK0012	C	17
ZAHK0013	C	11
ZAHK0013	C	17
ZAHK0014	C	11
ZAHK0014	C	17
ZAHK0015	C	11
ZAHK0015	C	17
ZAHK0016	C	11
ZAHK0016	C	17
ZAHK0017	C	11
ZAHK0017	C	17
ZAHK0018	C	11
ZAHK0018	C	17
ZAHK0019	C	11
ZAHK0019	C	17
ZAHK0020	C	11
ZAHK0020	C	17
ZAHK0021	C	11
ZAHK0021	C	17
ZAHK0022	C	11
ZAHK0022	C	17
ZAHK0023	C	11
ZAHK0023	C	17
ZAMG0000	C	11
ZAMG0000	C	17
ZAMG0001	C	11
ZAMG0001	C	17
ZAMG0002	C	11
ZAMG0002	C	17
ZAMG0003	C	11
ZAMG0003	C	17
ZAMG0004	C	11
ZAMG0004	C	17
ZAMG0005	C	11
ZAMG0005	C	17
ZAMG0006	C	11
ZAMG0006	C	17
ZAMG0007	C	11
ZAMG0007	C	17
ZAMG0008	C	11
ZAMG0008	C	17
ZAMG0009	C	11
ZAMG0009	C	17
ZAMG0010	C	11
ZAMG0010	C	17
ZAMG0011	C	11
ZAMG0011	C	17
ZAMG0012	C	11
ZAMG0012	C	17
ZAMG0013	C	11
ZAMG0013	C	17
ZAMG0014	C	11
ZAMG0014	C	17
ZAMG0015	C	11
ZAMG0015	C	17
ZAMG0016	C	11
ZAMG0016	C	17
ZAMG0017	C	11
ZAMG0017	C	17
ZAMG0018	C	11
ZAMG0018	C	17
ZAMG0019	C	11
ZAMG0019	C	17
ZAMG0020	C	11
ZAMG0020	C	17
ZAMG0021	C	11
ZAMG0021	C	17
ZAMG0022	C	11
ZAMG0022	C	17
ZAMG0023	C	11
ZAMG0023	C	17
ZAMK0000	C	11
ZAMK0000	C	17
ZAMK0001	C	11
ZAMK0001	C	17
ZAMK0002	C	11
ZAMK0002	C	17
ZAMK0003	C	11
ZAMK0003	C	17
ZAMK0004	C	11
ZAMK0004	C	17
ZAMK0005	C	11
ZAMK0005	C	17
ZAMK0006	C	11
ZAMK0006	C	17
ZAMK0007	C	11
ZAMK0007	C	17
ZAMK0008	C	11
ZAMK0008	C	17
ZAMK0009	C	11
ZAMK0009	C	17
ZAMK0010	C	11
ZAMK0010	C	17
ZAMK0011	C	11
ZAMK0011	C	17
ZAMK0012	C	11
ZAMK0012	C	17
ZAMK0013	C	11
ZAMK0013	C	17
ZAMK0014	C	11
ZAMK0014	C	17
ZAMK0015	C	11
ZAMK0015	C	17
ZAMK0016	C	11
ZAMK0016	C	17
ZAMK0017	C	11
ZAMK0017	C	17
ZAMK0018	C	11
ZAMK0018	C	17
ZAMK0019	C	11
ZAMK0019	C	17
ZAMK0020	C	11
ZAMK0020	C	17
ZAMK0021	C	11
ZAMK0021	C	17
ZAMK0022	C	11
