11	A	R	0	20		
17	C	R	0	20		
20	C	V	0	60		
21	C	V	0	60		
22	C	V	0	60		
23	C	V	0	60		
28	C	V	0	60		
29	C	V	0	60		
30	C	V	0	60		
31	C	V	0	60		
32	C	V	0	60		
33	C	V	0	60		
34	C	V	0	60		
35	C	V	0	60		
36	C	V	0	60		
37	C	V	0	60		
38	C	V	0	60		
39	C	V	0	60		
40	C	V	0	60		
41	C	V	0	60		
42	C	V	0	60		
43	C	V	0	60		
44	C	V	0	60		
45	C	V	0	60		
46	C	V	0	60		
47	C	V	0	60		
48	C	V	0	60		
49	C	V	0	60		
50	C	V	0	60		
51	C	V	0	60		
52	C	V	0	60		
53	C	V	0	60		
54	C	V	0	60		
55	C	V	0	60		
60	C	V	0	60		
61	C	V	0	60		
62	C	V	0	60		
63	C	V	0	60		
64	C	V	0	60		
65	C	V	0	60		
66	C	V	0	60		
67	C	V	0	60		
68	C	V	0	60		
69	C	V	0	60		
70	C	V	0	60		
71	C	V	0	60		
72	C	V	0	60		
73	C	V	0	60		
74	C	V	0	60		
75	C	V	0	60		
76	C	V	0	60		
77	C	V	0	60		
78	C	V	0	60		
79	C	V	0	60		
80	C	V	0	60		
81	C	V	0	60		
82	C	V	0	60		
83	C	V	0	60		
84	C	V	0	60		
85	C	V	0	60		
86	C	V	0	60		
87	C	V	0	60		
88	C	V	0	60		
89	C	V	0	60		
90	C	V	0	60		
91	C	V	0	60		
92	C	V	0	60		
93	C	V	0	60		
94	C	V	0	60		
95	C	V	0	60		
96	C	V	0	60		
97	C	V	0	60		
98	C	V	0	60		
99	C	V	0	60		
100	C	V	0	60		
101	C	V	0	60		
102	C	V	0	60		
103	C	V	0	60		
104	C	V	0	60		
105	C	V	0	60		
9000	C	V	0	60		
9001	C	V	0	60		
9002	C	V	0	60		
9003	C	V	0	60		
9004	C	V	0	60		
9005	C	V	0	60		
9006	C	V	0	60		
9007	C	V	0	60		
9008	C	V	0	60		
9009	C	V	0	60		
9010	C	V	0	60		
9011	C	V	0	60		
9012	C	V	0	60		
9013	C	V	0	60		
9014	C	V	0	60		
9015	C	V	0	60		
9016	C	V	0	60		
9017	C	V	0	60		
9018	C	V	0	60		
9019	C	V	0	60		
9020	C	V	0	60		
9021	C	V	0	60		
9022	C	V	0	60		
9023	C	V	0	60		
9024	C	V	0	60		
9025	C	V	0	60		
9026	C	V	0	60		
9027	C	V	0	60		
9028	C	V	0	60		
9029	C	V	0	60		
9030	C	V	0	60		
9031	C	V	0	60		
9032	C	V	0	60		
9033	C	V	0	60		
9034	C	V	0	60		
9035	C	V	0	60		
9036	C	V	0	60		
9037	C	V	0	60		
9038	C	V	0	60		
9039	C	V	0	60		
9040	C	V	0	60		
9041	C	V	0	60		
9042	C	V	0	60		
9043	C	V	0	60		
9044	C	V	0	60		
9045	C	V	0	60		
9046	C	V	0	60		
9047	C	V	0	60		
9048	C	V	0	60		
9049	C	V	0	60		
9050	C	V	0	60		
9051	C	V	0	60		
9052	C	V	0	60		
9053	C	V	0	60		
9054	C	V	0	60		
9055	C	V	0	60		
9056	C	V	0	60		
9057	C	V	0	60		
9058	C	V	0	60		
9059	C	V	0	60		
9060	C	V	0	60		
9061	C	V	0	60		
9062	C	V	0	60		
9063	C	V	0	60		
9064	C	V	0	60		
9065	C	V	0	60		
9066	C	V	0	60		
9067	C	V	0	60		
9068	C	V	0	60		
9069	C	V	0	60		
9070	C	V	0	60		
9071	C	V	0	60		
9072	C	V	0	60		
9073	C	V	0	60		
9074	C	V	0	60		
9075	C	V	0	60		
9076	C	V	0	60		
9077	C	V	0	60		
9078	C	V	0	60		
9079	C	V	0	60		
9080	C	V	0	60		
9081	C	V	0	60		
9082	C	V	0	60		
9083	C	V	0	60		
9084	C	V	0	60		
9085	C	V	0	60		
9086	C	V	0	60		
9087	C	V	0	60		
9088	C	V	0	60		
10001	A	R	0	20		
10007	C	R	0	20		
14001	A	R	0	20	0	
14007	C	R	0	20	0	
50001	A	R	0	60	50001	
50002	C	R	0	60	50010	
51901	A	R	0	4	20000	
51907	C	R	0	4	20000	
51917	C	R	0	60	20000	
51927	C	R	0	8000	20000	
52000	A	R	0	60	52000	
52001	C	R	0	60	52002	
52700	A	R	0	60	52700	
52701	C	R	0	60	52701	
53001	A	R	0	10		
53002	C	R	0	60		
53003	C	R	0	120		
53004	C	R	0	180		
54001	A	R	0	20	54001	
54002	C	R	0	60	54013	
54003	C	R	0	1800	54013	
54004	C	R	0	9999	54013	
55000	A	R	0	20		
55001	C	R	0	20		
56000	A	R	0	60	56313	
56001	C	R	0	180	56323	
57490	A	R	0	60		
57491	C	R	0	60		
58901	A	R	0	20	20000	
58907	C	R	0	20	20000	
59001	A	R	0	16		
59003	C	R	0	32		
59004	C	R	0	4561		
60001	A	R	0	20		
60007	C	R	0	20		
70001	A	R	0	20		
70007	C	R	0	20		
