10153	1975
10168	1969
10169	1960
10173	1954
14293	1955
14331	1985
14332	1985
19503	1965
19515	1961
19517	1965
19518	1961
19521	1961
19533	1961
19535	1965
19536	1961
20131	1953
20138	1974
20172	1972
20234	1958
20235	1973
20236	1964
27108	1953
27262	1971
27304	1956
27305	1967
27306	1962
27308	1978
27309	1979
32185	1957
32186	1970
32187	1963
80027	1980
80194	1961
91100	1959
91660	1976
92100	1991
92660	1977
